Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	26/11/19
8	Time	11:47
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Cylindrical
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
16:Tunnel Opening T2 P2 - 16:Increment 16
 
	Feature	Node	X	Y	Z	Nt[kN/m]	Nz[kN/m]	Ntz[kN/m]	Mt[kN.m/m]	Mz[kN.m/m]	Mtz[kN.m/m]	St[kN/m]	Sz[kN/m]
22	Surface 2	28280	9.665	0.0	0.0	-130.163	-4.32368	1.8745	13.6627	1.29483	-0.467532	2.44825	-2.14481
23	Surface 2	28284	9.665	6.11244	0.0	-127.683	-3.87052	-0.172615	14.5185	1.32427	-0.0765484	0.393362	-2.24727
24	Surface 2	28287	9.665	12.2246	0.0	-129.519	-4.35463	-0.273608	14.4987	1.34106	0.331766	-1.80832	-2.22165
25	Surface 2	28294	9.665	18.3371	0.0	-127.085	-3.77602	4.80974	14.0436	1.37592	0.760378	-3.93119	-2.35653
26	Surface 3	27135	9.665	18.3371	-4.6	-582.954	-139.009	3.45262	7.98653	7.78342	0.784004	-3.88129	2.75412
27	Surface 3	27142	9.665	20.819	-4.6	-583.901	-138.87	-2.09981	7.51226	7.69475	0.898334	-3.31812	2.72607
28	Surface 3	27413	9.665	18.3371	-3.68	-500.836	-109.166	4.22715	9.60224	9.03165	0.80781	-3.47949	0.368713
29	Surface 3	27420	9.665	20.819	-3.68	-501.744	-109.046	-1.60994	9.10685	8.94783	0.92472	-3.04731	0.343026
30	Surface 3	27633	9.665	18.3371	-2.76	-412.651	-81.2375	5.00212	10.8628	8.01117	0.850279	-3.02967	-1.87336
31	Surface 3	27639	9.665	20.819	-2.76	-413.466	-81.1085	-1.07411	10.3464	7.93737	0.974275	-2.73851	-1.89578
32	Surface 3	27854	9.665	18.3371	-1.84	-319.294	-53.8894	5.66159	11.9221	5.50741	0.921817	-2.53571	-2.78064
33	Surface 3	27860	9.665	20.819	-1.84	-319.972	-53.5927	-0.553867	11.386	5.45098	1.0621	-2.3831	-2.79814
34	Surface 3	28073	9.665	18.3371	-0.92	-223.246	-26.8379	5.49268	12.9989	2.65883	0.846077	-1.99022	-2.66103
35	Surface 3	28078	9.665	20.819	-0.92	-223.707	-26.6224	-0.318015	12.4376	2.62757	0.971076	-1.99358	-2.67011
36	Surface 3	28294	9.665	18.3371	0.0	-127.085	-3.77602	4.80974	14.0436	1.37592	0.760378	-3.93119	-2.35653
37	Surface 3	28300	9.665	20.819	0.0	-124.208	-3.1694	-0.468353	13.5044	1.36652	0.87512	-4.65047	-2.36848
38	Surface 12	27127	9.665	161.663	-4.6	-585.36	-138.273	-0.965316	2.73491	6.87073	-1.51483	5.34202	2.74117
39	Surface 12	27139	9.665	159.181	-4.6	-586.696	-138.078	4.36197	1.4342	6.63315	-1.58072	4.63736	2.72351
40	Surface 12	27410	9.665	161.663	-3.68	-503.419	-108.761	-2.27049	4.26478	8.2247	-1.57493	4.95546	0.392716
41	Surface 12	27415	9.665	159.181	-3.68	-504.747	-108.619	3.39049	2.92178	7.99941	-1.64022	4.38155	0.37773
42	Surface 12	27630	9.665	161.663	-2.76	-415.373	-81.0601	-3.61785	5.44007	7.3539	-1.67955	4.50632	-1.79688
43	Surface 12	27635	9.665	159.181	-2.76	-416.637	-80.9347	2.33765	4.05506	7.15186	-1.74668	4.07443	-1.80752
44	Surface 12	27851	9.665	161.663	-1.84	-322.025	-53.8519	-4.88533	6.41394	5.0616	-1.85341	3.99442	-2.6447
45	Surface 12	27856	9.665	159.181	-1.84	-323.159	-53.5712	1.27378	4.98857	4.89779	-1.92821	3.70293	-2.64845
46	Surface 12	28071	9.665	161.663	-0.92	-225.699	-26.8637	-5.25871	7.39466	2.44678	-1.71901	3.41297	-2.51678
47	Surface 12	28076	9.665	159.181	-0.92	-226.583	-26.6684	0.558947	5.92019	2.34374	-1.7811	3.27502	-2.50511
48	Surface 12	28291	9.665	161.663	0.0	-128.668	-3.68991	-4.83467	8.42519	1.28283	-1.5789	8.12782	-2.23339
49	Surface 12	28296	9.665	159.181	0.0	-126.043	-3.07749	0.478461	6.97262	1.2274	-1.63659	8.49945	-2.21902
50	Surface 13	27108	9.665	-180.0	-4.6	-581.787	-139.443	-0.880313	7.44469	7.68724	-0.425689	1.29604	2.89463
51	Surface 13	27116	9.665	173.888	-4.6	-582.772	-139.196	2.48996	6.23063	7.47832	-0.812611	2.08885	2.84124
52	Surface 13	27123	9.665	167.775	-4.6	-583.79	-138.832	3.40583	4.51141	7.17697	-1.17344	3.40258	2.85848
53	Surface 13	27127	9.665	161.663	-4.6	-585.36	-138.273	-0.965316	2.73491	6.87073	-1.51483	5.34202	2.74117
54	Surface 13	27396	9.665	-180.0	-3.68	-499.782	-109.7	-1.37553	9.10849	8.962	-0.454954	1.23678	0.483992
55	Surface 13	27402	9.665	173.888	-3.68	-500.769	-109.511	1.93593	7.86566	8.77174	-0.850252	2.01266	0.441291
56	Surface 13	27405	9.665	167.775	-3.68	-501.84	-109.222	2.65787	6.09483	8.49636	-1.21965	3.22318	0.481266
57	Surface 13	27410	9.665	161.663	-3.68	-503.419	-108.761	-2.27049	4.26478	8.2247	-1.57493	4.95546	0.392716
58	Surface 13	27617	9.665	-180.0	-2.76	-411.815	-81.8548	-1.88267	10.4096	7.94617	-0.498751	1.16673	-1.78718
59	Surface 13	27622	9.665	173.888	-2.76	-412.772	-81.6804	1.36589	9.13849	7.78551	-0.915884	1.91123	-1.81812
60	Surface 13	27626	9.665	167.775	-2.76	-413.847	-81.467	1.88787	7.3202	7.5625	-1.30436	3.00159	-1.7444
61	Surface 13	27630	9.665	161.663	-2.76	-415.373	-81.0601	-3.61785	5.44007	7.3539	-1.67955	4.50632	-1.79688
62	Surface 13	27836	9.665	-180.0	-1.84	-319.001	-54.5272	-2.39588	11.505	5.42172	-0.563138	1.08412	-2.71739
63	Surface 13	27842	9.665	173.888	-1.84	-319.809	-54.1682	0.860999	10.208	5.31063	-1.02618	1.78091	-2.72543
64	Surface 13	27846	9.665	167.775	-1.84	-320.806	-54.3029	1.20972	8.34136	5.16805	-1.4504	2.73373	-2.63291
65	Surface 13	27851	9.665	161.663	-1.84	-322.025	-53.8519	-4.88533	6.41394	5.0616	-1.85341	3.99442	-2.6447
66	Surface 13	28057	9.665	-180.0	-0.92	-223.694	-27.2184	-2.28174	12.6283	2.57348	-0.531731	0.967853	-2.53149
67	Surface 13	28061	9.665	173.888	-0.92	-224.392	-26.9581	0.429755	11.3002	2.5231	-0.956537	1.65507	-2.54115
68	Surface 13	28065	9.665	167.775	-0.92	-224.632	-27.1178	0.640726	9.38011	2.46423	-1.34452	2.47537	-2.46587
69	Surface 13	28071	9.665	161.663	-0.92	-225.699	-26.8637	-5.25871	7.39466	2.44678	-1.71901	3.41297	-2.51678
70	Surface 13	28275	9.665	-180.0	0.0	-130.023	-4.31952	-1.83947	13.6756	1.30267	-0.495897	2.57117	-2.15406
71	Surface 13	28282	9.665	173.888	0.0	-128.199	-3.83855	0.199209	12.3616	1.28798	-0.881466	4.54847	-2.19319
72	Surface 13	28286	9.665	167.775	0.0	-130.645	-4.30161	0.305867	10.4128	1.26673	-1.22348	6.41451	-2.1218
73	Surface 13	28291	9.665	161.663	0.0	-128.668	-3.68991	-4.83467	8.42519	1.28283	-1.5789	8.12782	-2.23339
74	Surface 14	27096	9.665	-172.251	-4.6	-581.667	-139.411	3.27098	8.09579	7.78661	0.138824	-1.14095	2.88635
75	Surface 14	27108	9.665	-180.0	-4.6	-581.787	-139.443	-0.880313	7.44469	7.68724	-0.425689	1.29604	2.89463
76	Surface 14	27389	9.665	-172.251	-3.68	-499.631	-109.612	3.47728	9.76459	9.04979	0.12937	-0.963873	0.475306
77	Surface 14	27396	9.665	-180.0	-3.68	-499.782	-109.7	-1.37553	9.10849	8.962	-0.454954	1.23678	0.483992
78	Surface 14	27610	9.665	-172.251	-2.76	-411.622	-81.7592	3.65963	11.072	8.02092	0.11941	-0.767571	-1.79705
79	Surface 14	27617	9.665	-180.0	-2.76	-411.815	-81.8548	-1.88267	10.4096	7.94617	-0.498751	1.16673	-1.78718
80	Surface 14	27830	9.665	-172.251	-1.84	-318.671	-54.4711	3.74586	12.1734	5.47982	0.111061	-0.555675	-2.73628
81	Surface 14	27836	9.665	-180.0	-1.84	-319.001	-54.5272	-2.39588	11.505	5.42172	-0.563138	1.08412	-2.71739
82	Surface 14	28051	9.665	-172.251	-0.92	-223.27	-27.1925	3.1014	13.2987	2.60854	0.0946685	-0.323885	-2.5652
83	Surface 14	28057	9.665	-180.0	-0.92	-223.694	-27.2184	-2.28174	12.6283	2.57348	-0.531731	0.967853	-2.53149
84	Surface 14	28271	9.665	-172.251	0.0	-129.785	-4.33716	2.35709	14.3436	1.32409	0.0725242	-0.334569	-2.19511
85	Surface 14	28275	9.665	-180.0	0.0	-130.023	-4.31952	-1.83947	13.6756	1.30267	-0.495897	2.57117	-2.15406
86	Surface 15	27087	9.665	-166.683	-4.6	-582.488	-139.178	-0.115033	8.12706	7.77971	0.491854	-3.55217	2.86225
87	Surface 15	27096	9.665	-172.251	-4.6	-581.667	-139.411	3.27098	8.09579	7.78661	0.138824	-1.14095	2.88635
88	Surface 15	27383	9.665	-166.683	-3.68	-500.394	-109.339	0.140771	9.77939	9.04194	0.492452	-3.13909	0.458433
89	Surface 15	27389	9.665	-172.251	-3.68	-499.631	-109.612	3.47728	9.76459	9.04979	0.12937	-0.963873	0.475306
90	Surface 15	27605	9.665	-166.683	-2.76	-412.265	-81.3952	0.427443	11.0728	8.0179	0.50278	-2.68034	-1.80257
91	Surface 15	27610	9.665	-172.251	-2.76	-411.622	-81.7592	3.65963	11.072	8.02092	0.11941	-0.767571	-1.79705
92	Surface 15	27823	9.665	-166.683	-1.84	-319.109	-53.9699	0.593829	12.1627	5.49431	0.533054	-2.16797	-2.72401
93	Surface 15	27830	9.665	-172.251	-1.84	-318.671	-54.4711	3.74586	12.1734	5.47982	0.111061	-0.555675	-2.73628
94	Surface 15	28043	9.665	-166.683	-0.92	-223.036	-26.8373	0.508586	13.2712	2.63329	0.479469	-1.64748	-2.58379
95	Surface 15	28051	9.665	-172.251	-0.92	-223.27	-27.1925	3.1014	13.2987	2.60854	0.0946685	-0.323885	-2.5652
96	Surface 15	28265	9.665	-166.683	0.0	-127.448	-3.90342	0.315621	14.3336	1.35164	0.416425	-2.57633	-2.26094
97	Surface 15	28271	9.665	-172.251	0.0	-129.785	-4.33716	2.35709	14.3436	1.32409	0.0725242	-0.334569	-2.19511
98	Surface 17	27058	9.665	-159.181	-4.6	-584.072	-138.804	-3.09621	7.27725	7.61238	0.973269	-0.448582	2.78026
99	Surface 17	27069	9.665	-160.983	-4.6	-583.999	-138.889	-3.58515	7.58503	7.66856	0.851676	-1.61349	2.74757
100	Surface 17	27365	9.665	-159.181	-3.68	-501.93	-108.992	-2.72075	8.8793	8.88452	0.992164	-0.574867	0.389561
101	Surface 17	27372	9.665	-160.983	-3.68	-501.824	-109.053	-3.32337	9.20148	8.93622	0.865847	-1.5601	0.3493
102	Surface 17	27586	9.665	-159.181	-2.76	-413.69	-80.997	-2.31306	10.1253	7.88612	1.03473	-0.694191	-1.85255
103	Surface 17	27591	9.665	-160.983	-2.76	-413.618	-81.067	-3.00748	10.461	7.92975	0.900595	-1.4853	-1.90082
104	Surface 17	27807	9.665	-159.181	-1.84	-320.33	-53.4445	-1.84889	11.1734	5.41511	1.11278	-0.803348	-2.74675
105	Surface 17	27813	9.665	-160.983	-1.84	-320.03	-53.51	-2.67452	11.5217	5.44301	0.968351	-1.38718	-2.80691
106	Surface 17	28026	9.665	-159.181	-0.92	-223.622	-26.472	-1.41787	12.228	2.60867	1.00899	-0.898252	-2.61908
107	Surface 17	28031	9.665	-160.983	-0.92	-223.99	-26.6361	-2.41158	12.5966	2.62091	0.876153	-1.26278	-2.68336
108	Surface 17	28245	9.665	-159.181	0.0	-123.846	-3.05401	-1.25593	13.3201	1.35949	0.901079	-4.07688	-2.3227
109	Surface 17	28253	9.665	-160.983	0.0	-122.285	-2.77103	-2.62652	13.6764	1.36212	0.790528	-3.90232	-2.38466
110	Surface 24	27063	9.665	-20.819	-4.6	-586.919	-138.013	5.44355	1.35661	6.6225	-1.54336	1.85371	2.7095
111	Surface 24	27071	9.665	-19.0166	-4.6	-586.659	-138.164	6.0477	2.07085	6.74481	-1.45548	3.08498	2.68954
112	Surface 24	27370	9.665	-20.819	-3.68	-504.989	-108.558	4.53484	2.82356	7.96655	-1.60595	1.98001	0.37415
113	Surface 24	27375	9.665	-19.0166	-3.68	-504.683	-108.659	5.22796	3.55806	8.07661	-1.51562	3.03256	0.340469
114	Surface 24	27589	9.665	-20.819	-2.76	-416.907	-80.8131	3.57418	3.94036	7.10605	-1.7173	2.08781	-1.79882
115	Surface 24	27594	9.665	-19.0166	-2.76	-416.628	-80.9062	4.33277	4.69424	7.19624	-1.62251	2.94606	-1.84769
116	Surface 24	27810	9.665	-20.819	-1.84	-323.564	-53.4133	2.54789	4.86401	4.8553	-1.90187	2.16988	-2.61726
117	Surface 24	27814	9.665	-19.0166	-1.84	-323.057	-53.4926	3.41067	5.63593	4.91203	-1.803	2.82094	-2.68638
118	Surface 24	28029	9.665	-20.819	-0.92	-226.552	-26.5112	1.64111	5.78199	2.31599	-1.76396	2.22323	-2.46138
119	Surface 24	28036	9.665	-19.0166	-0.92	-226.747	-26.6867	2.65248	6.58266	2.33176	-1.66988	2.65109	-2.54331
120	Surface 24	28248	9.665	-20.819	0.0	-125.769	-2.96226	1.25807	6.85449	1.21285	-1.62164	7.85429	-2.17464
121	Surface 24	28255	9.665	-19.0166	0.0	-124.084	-2.69537	2.63407	7.63933	1.20242	-1.56482	7.86892	-2.25846
122	Surface 26	27090	9.665	-13.3169	-4.6	-584.342	-138.647	2.90477	4.31705	7.14643	-1.2032	5.22035	2.78465
123	Surface 26	27104	9.665	-7.74887	-4.6	-582.664	-139.083	-0.284654	6.07166	7.4587	-0.925168	2.91301	2.81768
124	Surface 26	27388	9.665	-13.3169	-3.68	-502.395	-109.044	2.02344	5.86884	8.44809	-1.2528	4.81187	0.424383
125	Surface 26	27394	9.665	-7.74887	-3.68	-500.719	-109.42	-1.15447	7.67269	8.73528	-0.966265	2.74329	0.438544
126	Surface 26	27606	9.665	-13.3169	-2.76	-414.379	-81.2691	1.08385	7.0675	7.51083	-1.34155	4.34352	-1.78431
127	Surface 26	27612	9.665	-7.74887	-2.76	-412.779	-81.6693	-2.03132	8.91782	7.75208	-1.0381	2.53892	-1.79662
128	Surface 26	27827	9.665	-13.3169	-1.84	-321.242	-53.9507	0.250531	8.06748	5.13072	-1.49456	3.80208	-2.64824
129	Surface 26	27833	9.665	-7.74887	-1.84	-319.851	-54.4479	-2.82995	9.96189	5.29309	-1.15836	2.2993	-2.69787
130	Surface 26	28046	9.665	-13.3169	-0.92	-224.986	-26.8635	-0.23227	9.08528	2.45065	-1.39253	3.2392	-2.4797
131	Surface 26	28053	9.665	-7.74887	-0.92	-224.371	-27.2017	-2.79397	11.0293	2.51652	-1.08367	2.02957	-2.51444
132	Surface 26	28268	9.665	-13.3169	0.0	-128.811	-3.85184	-0.302723	10.1338	1.26977	-1.27628	7.09853	-2.15767
133	Surface 26	28272	9.665	-7.74887	0.0	-130.593	-4.3107	-2.33196	12.0618	1.27993	-0.999172	5.19415	-2.15015
134	Surface 27	27104	9.665	-7.74887	-4.6	-582.664	-139.083	-0.284654	6.07166	7.4587	-0.925168	2.91301	2.81768
135	Surface 27	27114	9.665	7.01648E-15	-4.6	-581.801	-139.461	3.93602	7.52406	7.71074	-0.411929	0.508301	2.84324
136	Surface 27	27394	9.665	-7.74887	-3.68	-500.719	-109.42	-1.15447	7.67269	8.73528	-0.966265	2.74329	0.438544
137	Surface 27	27400	9.665	4.20989E-15	-3.68	-499.811	-109.705	3.75931	9.1599	8.96013	-0.432503	0.577779	0.443208
138	Surface 27	27612	9.665	-7.74887	-2.76	-412.779	-81.6693	-2.03132	8.91782	7.75208	-1.0381	2.53892	-1.79662
139	Surface 27	27619	9.665	1.4033E-15	-2.76	-411.856	-81.8544	3.56008	10.4369	7.9278	-0.470539	0.641812	-1.81851
140	Surface 27	27833	9.665	-7.74887	-1.84	-319.851	-54.4479	-2.82995	9.96189	5.29309	-1.15836	2.2993	-2.69787
141	Surface 27	27840	9.665	1.4033E-15	-1.84	-319.059	-54.5262	3.34676	11.5119	5.39568	-0.535777	0.69744	-2.73661
142	Surface 27	28053	9.665	-7.74887	-0.92	-224.371	-27.2017	-2.79397	11.0293	2.51652	-1.08367	2.02957	-2.51444
143	Surface 27	28060	9.665	4.20989E-15	-0.92	-223.782	-27.2171	2.60828	12.6186	2.5555	-0.50161	0.77683	-2.53277
144	Surface 27	28272	9.665	-7.74887	0.0	-130.593	-4.3107	-2.33196	12.0618	1.27993	-0.999172	5.19415	-2.15015
145	Surface 27	28280	9.665	0.0	0.0	-130.163	-4.32368	1.8745	13.6627	1.29483	-0.467532	2.44825	-2.14481
146	Surface 30	25876	9.665	7.01648E-15	-9.9	-1.0506E3	-319.012	6.5741	-11.2226	-46.766	-0.38338	0.0226529	25.4189
147	Surface 30	25882	9.665	6.11244	-9.9	-1.0505E3	-319.333	0.969913	-10.5208	-46.6135	-0.0113971	-0.851473	25.3711
148	Surface 30	25889	9.665	12.2246	-9.9	-1.05077E3	-319.399	-1.19517	-10.3858	-46.5942	0.379608	-2.84145	25.4388
149	Surface 30	25897	9.665	18.3371	-9.9	-1.05136E3	-318.747	4.38639	-10.6242	-46.6458	0.811336	-6.09334	25.3015
150	Surface 30	26164	9.665	7.01648E-15	-8.84	-933.393	-282.497	5.6125	-5.55529	-27.7405	-0.386805	0.143469	19.484
151	Surface 30	26168	9.665	6.11242	-8.84	-933.381	-282.745	0.875472	-4.83374	-27.589	-0.0125521	-0.715995	19.4447
152	Surface 30	26171	9.665	12.2246	-8.84	-933.618	-282.772	-1.1055	-4.71519	-27.5688	0.374758	-2.56191	19.495
153	Surface 30	26177	9.665	18.3371	-8.84	-934.334	-282.192	3.13233	-4.97941	-27.6238	0.786358	-5.51618	19.3712
154	Surface 30	26384	9.665	7.01648E-15	-7.78	-839.476	-245.842	4.89304	-0.696621	-11.2793	-0.390601	0.244881	12.3101
155	Surface 30	26387	9.665	6.11241	-7.78	-839.546	-246.014	0.777382	0.0432589	-11.1297	-0.0130118	-0.612332	12.2773
156	Surface 30	26392	9.665	12.2246	-7.78	-839.753	-245.995	-1.02543	0.14519	-11.1114	0.372913	-2.35112	12.3139
157	Surface 30	26396	9.665	18.3371	-7.78	-840.598	-245.497	2.40145	-0.145953	-11.1716	0.771456	-5.07378	12.2005
158	Surface 30	26604	9.665	7.01648E-15	-6.72	-754.395	-209.712	4.4552	2.74123	-1.38827	-0.394083	0.336165	7.08755
159	Surface 30	26608	9.665	6.11241	-6.72	-754.494	-209.819	0.67646	3.49802	-1.24109	-0.0145097	-0.521816	7.05666
160	Surface 30	26612	9.665	12.2246	-6.72	-754.695	-209.764	-0.930202	3.58228	-1.22725	0.372098	-2.16745	7.08824
161	Surface 30	26618	9.665	18.3371	-6.72	-755.608	-209.343	2.38421	3.26223	-1.29362	0.767912	-4.68471	6.98087
162	Surface 30	26822	9.665	7.01648E-15	-5.66	-669.897	-174.02	4.16077	5.33712	4.31214	-0.399995	0.42342	4.40851
163	Surface 30	26827	9.665	6.11242	-5.66	-669.985	-174.07	0.578985	6.10997	4.4556	-0.0184021	-0.432977	4.37688
164	Surface 30	26832	9.665	12.2246	-5.66	-670.18	-173.981	-0.805139	6.17667	4.46421	0.371233	-1.98477	4.4095
165	Surface 30	26838	9.665	18.3371	-5.66	-671.116	-173.623	2.79263	5.82749	4.39385	0.771711	-4.2971	4.30859
166	Surface 30	27114	9.665	7.01648E-15	-4.6	-581.801	-139.461	3.93602	7.52406	7.71074	-0.411929	0.508301	2.84324
167	Surface 30	27118	9.665	6.11244	-4.6	-581.842	-139.454	0.486591	8.31275	7.84844	-0.0254335	-0.339054	2.80902
168	Surface 30	27124	9.665	12.2246	-4.6	-582.031	-139.331	-0.651301	8.36321	7.85243	0.371616	-1.78714	2.84613
169	Surface 30	27135	9.665	18.3371	-4.6	-582.954	-139.009	3.45262	7.98653	7.78342	0.784004	-3.88129	2.75412
170	Surface 31	25897	9.665	18.3371	-9.9	-1.05136E3	-318.747	4.38639	-10.6242	-46.6458	0.811336	-6.09334	25.3015
171	Surface 31	25909	9.665	20.819	-9.9	-1.05196E3	-318.251	-3.9732	-10.9745	-46.7198	0.896694	-4.75429	25.2667
