	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
1	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
219	Line 25214	2958	8.9	-73.4357	-65.7	13.9252	-131.034	545.872	0.0	84.7543	3.28524E-3
220	Line 25214	2912	9.665	-78.9947	-65.7	-15.4826	-47.2683	238.253	0.0	71.3408	0.479003E-3
221	Line 25214	2923	9.665	-73.4357	-65.7	13.9252	-131.034	545.872	0.0	84.7543	3.28524E-3
222	Line 25214	2975	8.9	-67.877	-65.7	-23.6684	-148.875	546.3	0.0	158.208	2.95441E-3
223	Line 25214	2930	9.665	-67.877	-65.7	-23.6684	-148.875	546.3	0.0	158.208	2.95441E-3
224	Line 25214	2993	8.9	-62.318	-65.7	-26.7689	-78.8924	294.068	0.0	85.5455	60.03E-6
225	Line 25214	2953	9.665	-62.318	-65.7	-26.7689	-78.8924	294.068	0.0	85.5455	60.03E-6
226	Line 25215	2932	8.9	-90.0	-65.7	-79.0415	-26.8876	231.336	0.0	62.825	18.45E-6
227	Line 25215	2892	9.665	-90.0	-65.7	-79.0415	-26.8876	231.336	0.0	62.825	18.45E-6
228	Line 25215	2936	8.9	-84.4973	-65.7	-120.793	-72.0423	444.712	0.0	148.226	2.09809E-3
229	Line 25215	2903	9.665	-84.4973	-65.7	-120.793	-72.0423	444.712	0.0	148.226	2.09809E-3
230	Line 25215	2942	8.9	-78.9947	-65.7	-15.4826	-47.2683	238.253	0.0	71.3408	0.479003E-3
231	Line 25215	2912	9.665	-78.9947	-65.7	-15.4826	-47.2683	238.253	0.0	71.3408	0.479003E-3
232	Line 25216	2992	8.9	-117.682	-65.7	-18.3336	40.6455	332.883	0.0	50.6619	-6.33192E-6
233	Line 25216	2972	8.9	-112.123	-65.7	-21.334	53.0745	580.015	0.0	118.388	-3.29575E-3
234	Line 25216	2947	9.665	-117.682	-65.7	-18.3336	40.6455	332.883	0.0	50.6619	-6.33192E-6
235	Line 25216	2957	8.9	-106.564	-65.7	17.3981	21.673	534.508	0.0	100.105	-0.19733E-3
236	Line 25216	2926	9.665	-112.123	-65.7	-21.334	53.0745	580.015	0.0	118.388	-3.29575E-3
237	Line 25216	2941	8.9	-101.005	-65.7	-18.8015	0.820767	249.562	0.0	57.9173	-0.820179E-3
238	Line 25216	2920	9.665	-106.564	-65.7	17.3981	21.673	534.508	0.0	100.105	-0.19733E-3
239	Line 25216	2910	9.665	-101.005	-65.7	-18.8015	0.820767	249.562	0.0	57.9173	-0.820179E-3
240	Line 25217	2941	8.9	-101.005	-65.7	-18.8015	0.820767	249.562	0.0	57.9173	-0.820179E-3
241	Line 25217	2910	9.665	-101.005	-65.7	-18.8015	0.820767	249.562	0.0	57.9173	-0.820179E-3
242	Line 25217	2935	8.9	-95.5027	-65.7	-126.084	-33.6085	464.78	0.0	129.381	-1.58219E-3
243	Line 25217	2898	9.665	-95.5027	-65.7	-126.084	-33.6085	464.78	0.0	129.381	-1.58219E-3
244	Line 25217	2932	8.9	-90.0	-65.7	-79.0415	-26.8876	231.336	0.0	62.825	18.45E-6
245	Line 25217	2892	9.665	-90.0	-65.7	-79.0415	-26.8876	231.336	0.0	62.825	18.45E-6
246	Line 25218	4110	8.9	101.005	-65.7	-18.9189	135.991	36.189	0.0	-19.6371	-0.132663E-3
247	Line 25218	4138	9.665	101.005	-65.7	-18.9189	135.991	36.189	0.0	-19.6371	-0.132663E-3
248	Line 25218	4077	8.9	112.123	-65.7	119.599	257.766	169.917	0.0	18.2297	6.59231E-3
249	Line 25218	4094	8.9	106.564	-65.7	78.7367	266.36	186.707	0.0	-97.0594	7.44011E-3
250	Line 25218	4130	9.665	106.564	-65.7	78.7367	266.36	186.707	0.0	-97.0594	7.44011E-3
251	Line 25218	4123	9.665	112.123	-65.7	119.599	257.766	169.917	0.0	18.2297	6.59231E-3
252	Line 25218	4058	8.9	117.682	-65.7	34.394	100.168	135.359	0.0	8.07557	-85.7359E-6
253	Line 25218	4100	9.665	117.682	-65.7	34.394	100.168	135.359	0.0	8.07557	-85.7359E-6
254	Line 25219	4120	8.9	90.0	-65.7	-174.318	24.2372	-16.4978	0.0	-67.5333	-25.7468E-6
255	Line 25219	4116	8.9	95.5027	-65.7	-237.383	182.508	-15.5068	0.0	-68.9315	75.2895E-6
256	Line 25219	4157	9.665	90.0	-65.7	-174.318	24.2372	-16.4978	0.0	-67.5333	-25.7468E-6
257	Line 25219	4110	8.9	101.005	-65.7	-18.9189	135.991	36.189	0.0	-19.6371	-0.132663E-3
258	Line 25219	4151	9.665	95.5027	-65.7	-237.383	182.508	-15.5068	0.0	-68.9315	75.2895E-6
259	Line 25219	4138	9.665	101.005	-65.7	-18.9189	135.991	36.189	0.0	-19.6371	-0.132663E-3
260	Line 25220	4059	8.9	62.318	-65.7	17.2398	-68.7137	146.941	0.0	9.26607	55.0804E-6
261	Line 25220	4104	9.665	62.318	-65.7	17.2398	-68.7137	146.941	0.0	9.26607	55.0804E-6
262	Line 25220	4095	8.9	73.4357	-65.7	118.851	-162.846	131.881	0.0	-39.9844	-4.18323E-3
263	Line 25220	4080	8.9	67.877	-65.7	89.1768	-165.912	168.395	0.0	41.9612	-8.08134E-3
264	Line 25220	4126	9.665	67.877	-65.7	89.1768	-165.912	168.395	0.0	41.9612	-8.08134E-3
265	Line 25220	4133	9.665	73.4357	-65.7	118.851	-162.846	131.881	0.0	-39.9844	-4.18323E-3
266	Line 25220	4111	8.9	78.9947	-65.7	-4.43941	-82.148	57.0203	0.0	-53.3595	-1.98087E-3
267	Line 25220	4142	9.665	78.9947	-65.7	-4.43941	-82.148	57.0203	0.0	-53.3595	-1.98087E-3
268	Line 25221	4111	8.9	78.9947	-65.7	-4.43941	-82.148	57.0203	0.0	-53.3595	-1.98087E-3
269	Line 25221	4142	9.665	78.9947	-65.7	-4.43941	-82.148	57.0203	0.0	-53.3595	-1.98087E-3
270	Line 25221	4117	8.9	84.4973	-65.7	-209.228	-92.4793	42.5144	0.0	-116.535	-0.268228E-3
271	Line 25221	4152	9.665	84.4973	-65.7	-209.228	-92.4793	42.5144	0.0	-116.535	-0.268228E-3
272	Line 25221	4120	8.9	90.0	-65.7	-174.318	24.2372	-16.4978	0.0	-67.5333	-25.7468E-6
273	Line 25221	4157	9.665	90.0	-65.7	-174.318	24.2372	-16.4978	0.0	-67.5333	-25.7468E-6
