	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
1	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
220	Line 25214	2912	9.665	-78.9947	-65.7	-9.95976	-29.973	232.781	0.0	86.8452	0.586431E-3
221	Line 25214	2923	9.665	-73.4357	-65.7	28.3328	-96.1941	532.184	0.0	120.355	3.11762E-3
222	Line 25214	2975	8.9	-67.877	-65.7	-5.78505	-115.175	533.714	0.0	191.857	2.79093E-3
223	Line 25214	2930	9.665	-67.877	-65.7	-5.78505	-115.175	533.714	0.0	191.857	2.79093E-3
224	Line 25214	2993	8.9	-62.318	-65.7	-16.3342	-62.9188	287.897	0.0	103.65	69.4887E-6
225	Line 25214	2953	9.665	-62.318	-65.7	-16.3342	-62.9188	287.897	0.0	103.65	69.4887E-6
226	Line 25215	2932	8.9	-90.0	-65.7	-75.8423	-9.22575	225.512	0.0	77.7207	13.0231E-6
227	Line 25215	2892	9.665	-90.0	-65.7	-75.8423	-9.22575	225.512	0.0	77.7207	13.0231E-6
228	Line 25215	2936	8.9	-84.4973	-65.7	-112.422	-37.3031	434.539	0.0	177.025	2.2851E-3
229	Line 25215	2903	9.665	-84.4973	-65.7	-112.422	-37.3031	434.539	0.0	177.025	2.2851E-3
230	Line 25215	2942	8.9	-78.9947	-65.7	-9.95976	-29.973	232.781	0.0	86.8452	0.586431E-3
231	Line 25215	2912	9.665	-78.9947	-65.7	-9.95976	-29.973	232.781	0.0	86.8452	0.586431E-3
232	Line 25216	2992	8.9	-117.682	-65.7	-18.2762	56.1721	322.858	0.0	67.7036	-20.7723E-6
233	Line 25216	2972	8.9	-112.123	-65.7	-19.5653	85.6941	561.424	0.0	151.636	-3.2853E-3
234	Line 25216	2947	9.665	-117.682	-65.7	-18.2762	56.1721	322.858	0.0	67.7036	-20.7723E-6
235	Line 25216	2957	8.9	-106.564	-65.7	20.4507	55.381	517.32	0.0	132.534	-0.232207E-3
236	Line 25216	2926	9.665	-112.123	-65.7	-19.5653	85.6941	561.424	0.0	151.636	-3.2853E-3
237	Line 25216	2941	8.9	-101.005	-65.7	-16.5583	17.8698	241.787	0.0	73.5359	-0.923882E-3
238	Line 25216	2920	9.665	-106.564	-65.7	20.4507	55.381	517.32	0.0	132.534	-0.232207E-3
239	Line 25216	2910	9.665	-101.005	-65.7	-16.5583	17.8698	241.787	0.0	73.5359	-0.923882E-3
240	Line 25217	2941	8.9	-101.005	-65.7	-16.5583	17.8698	241.787	0.0	73.5359	-0.923882E-3
241	Line 25217	2910	9.665	-101.005	-65.7	-16.5583	17.8698	241.787	0.0	73.5359	-0.923882E-3
242	Line 25217	2935	8.9	-95.5027	-65.7	-121.062	1.84163	451.838	0.0	159.823	-1.89277E-3
243	Line 25217	2898	9.665	-95.5027	-65.7	-121.062	1.84163	451.838	0.0	159.823	-1.89277E-3
244	Line 25217	2932	8.9	-90.0	-65.7	-75.8423	-9.22575	225.512	0.0	77.7207	13.0231E-6
245	Line 25217	2892	9.665	-90.0	-65.7	-75.8423	-9.22575	225.512	0.0	77.7207	13.0231E-6
246	Line 25218	4110	8.9	101.005	-65.7	-14.9485	115.801	26.9979	0.0	-1.70319	-21.3878E-6
247	Line 25218	4138	9.665	101.005	-65.7	-14.9485	115.801	26.9979	0.0	-1.70319	-21.3878E-6
248	Line 25218	4077	8.9	112.123	-65.7	124.382	219.111	147.868	0.0	54.247	6.51176E-3
249	Line 25218	4094	8.9	106.564	-65.7	85.3013	226.848	165.171	0.0	-60.5391	7.32566E-3
250	Line 25218	4130	9.665	106.564	-65.7	85.3013	226.848	165.171	0.0	-60.5391	7.32566E-3
251	Line 25218	4123	9.665	112.123	-65.7	124.382	219.111	147.868	0.0	54.247	6.51176E-3
252	Line 25218	4058	8.9	117.682	-65.7	35.9354	81.6306	123.56	0.0	26.3001	-0.105788E-3
253	Line 25218	4100	9.665	117.682	-65.7	35.9354	81.6306	123.56	0.0	26.3001	-0.105788E-3
254	Line 25219	4120	8.9	90.0	-65.7	-169.094	3.20964	-24.1474	0.0	-49.3456	-26.8767E-6
255	Line 25219	4116	8.9	95.5027	-65.7	-228.44	140.997	-30.7265	0.0	-33.5493	0.358899E-3
256	Line 25219	4157	9.665	90.0	-65.7	-169.094	3.20964	-24.1474	0.0	-49.3456	-26.8767E-6
257	Line 25219	4110	8.9	101.005	-65.7	-14.9485	115.801	26.9979	0.0	-1.70319	-21.3878E-6
258	Line 25219	4151	9.665	95.5027	-65.7	-228.44	140.997	-30.7265	0.0	-33.5493	0.358899E-3
259	Line 25219	4138	9.665	101.005	-65.7	-14.9485	115.801	26.9979	0.0	-1.70319	-21.3878E-6
260	Line 25220	4059	8.9	62.318	-65.7	33.2326	-86.0816	135.866	0.0	33.0744	76.7769E-6
261	Line 25220	4104	9.665	62.318	-65.7	33.2326	-86.0816	135.866	0.0	33.0744	76.7769E-6
262	Line 25220	4095	8.9	73.4357	-65.7	137.804	-203.523	111.052	0.0	1.46129	-4.08529E-3
263	Line 25220	4080	8.9	67.877	-65.7	114.386	-203.633	146.704	0.0	84.7956	-7.79292E-3
264	Line 25220	4126	9.665	67.877	-65.7	114.386	-203.633	146.704	0.0	84.7956	-7.79292E-3
265	Line 25220	4133	9.665	73.4357	-65.7	137.804	-203.523	111.052	0.0	1.46129	-4.08529E-3
266	Line 25220	4111	8.9	78.9947	-65.7	3.23226	-103.487	47.411	0.0	-33.1234	-2.02476E-3
267	Line 25220	4142	9.665	78.9947	-65.7	3.23226	-103.487	47.411	0.0	-33.1234	-2.02476E-3
268	Line 25221	4111	8.9	78.9947	-65.7	3.23226	-103.487	47.411	0.0	-33.1234	-2.02476E-3
269	Line 25221	4142	9.665	78.9947	-65.7	3.23226	-103.487	47.411	0.0	-33.1234	-2.02476E-3
270	Line 25221	4117	8.9	84.4973	-65.7	-196.865	-134.209	25.0747	0.0	-79.1715	-0.56983E-3
271	Line 25221	4152	9.665	84.4973	-65.7	-196.865	-134.209	25.0747	0.0	-79.1715	-0.56983E-3
272	Line 25221	4120	8.9	90.0	-65.7	-169.094	3.20964	-24.1474	0.0	-49.3456	-26.8767E-6
273	Line 25221	4157	9.665	90.0	-65.7	-169.094	3.20964	-24.1474	0.0	-49.3456	-26.8767E-6
