Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	04/11/19
8	Time	11:49
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Local
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
140:Seismic 3 - Results - 27:Increment 27
 
	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
27	Line 25114	3102	9.665	-37.9822	-65.7	-60.493	116.957	326.792	0.0	60.5282	51.945E-6
28	Line 25114	3178	8.9	-33.0518	-65.7	-236.602	462.877	775.479	0.0	68.3609	1.19466E-3
29	Line 25114	3233	8.9	-28.1214	-65.7	-108.058	230.649	213.733	0.0	-10.3438	-83.4955E-6
30	Line 25114	3144	9.665	-33.0518	-65.7	-236.602	462.877	775.479	0.0	68.3609	1.19466E-3
31	Line 25114	3201	9.665	-28.1214	-65.7	-108.058	230.649	213.733	0.0	-10.3438	-83.4955E-6
32	Line 25115	3233	8.9	-28.1214	-65.7	-108.058	230.649	213.733	0.0	-10.3438	-83.4955E-6
33	Line 25115	3201	9.665	-28.1214	-65.7	-108.058	230.649	213.733	0.0	-10.3438	-83.4955E-6
34	Line 25115	3295	8.9	-24.9197	-65.7	-64.0383	120.102	92.7192	0.0	-10.3844	0.171732E-3
35	Line 25115	3260	8.9	-26.5207	-65.7	-119.175	228.703	187.557	0.0	-2.97484	0.41545E-3
36	Line 25115	3220	9.665	-26.5207	-65.7	-119.175	228.703	187.557	0.0	-2.97484	0.41545E-3
37	Line 25115	3255	9.665	-24.9197	-65.7	-64.0383	120.102	92.7192	0.0	-10.3844	0.171732E-3
38	Line 25118	3295	8.9	-24.9197	-65.7	-64.0383	120.102	92.7192	0.0	-10.3844	0.171732E-3
39	Line 25118	3255	9.665	-24.9197	-65.7	-64.0383	120.102	92.7192	0.0	-10.3844	0.171732E-3
40	Line 25118	3309	8.9	-23.1855	-65.7	-80.9084	143.316	106.611	0.0	-12.5841	0.457604E-3
41	Line 25118	3284	9.665	-23.1855	-65.7	-80.9084	143.316	106.611	0.0	-12.5841	0.457604E-3
42	Line 25119	3309	8.9	-23.1855	-65.7	-80.9084	143.316	106.611	0.0	-12.5841	0.457604E-3
43	Line 25119	3284	9.665	-23.1855	-65.7	-80.9084	143.316	106.611	0.0	-12.5841	0.457604E-3
44	Line 25119	3348	8.9	-20.819	-65.7	-83.2539	133.932	104.416	0.0	-25.4379	0.453881E-3
45	Line 25119	3329	9.665	-20.819	-65.7	-83.2539	133.932	104.416	0.0	-25.4379	0.453881E-3
46	Line 25120	3348	8.9	-20.819	-65.7	-83.2539	133.932	104.416	0.0	-25.4379	0.453881E-3
47	Line 25120	3329	9.665	-20.819	-65.7	-83.2539	133.932	104.416	0.0	-25.4379	0.453881E-3
48	Line 25120	3395	8.9	-19.0166	-65.7	-48.977	70.8023	62.0283	0.0	-8.35888	0.306956E-3
49	Line 25120	3355	9.665	-19.0166	-65.7	-48.977	70.8023	62.0283	0.0	-8.35888	0.306956E-3
50	Line 25123	3869	8.9	32.5601	-65.7	-161.432	-255.91	354.0	0.0	-3.52758	-0.854845E-3
51	Line 25123	3843	8.9	30.3724	-65.7	-108.186	-172.831	173.326	0.0	2.11887	-0.785205E-3
52	Line 25123	3882	9.665	30.3724	-65.7	-108.186	-172.831	173.326	0.0	2.11887	-0.785205E-3
53	Line 25123	3911	9.665	32.5601	-65.7	-161.432	-255.91	354.0	0.0	-3.52758	-0.854845E-3
54	Line 25124	3927	8.9	37.9822	-65.7	-120.184	-186.897	352.687	0.0	43.469	-1.6325E-3
55	Line 25124	3869	8.9	32.5601	-65.7	-161.432	-255.91	354.0	0.0	-3.52758	-0.854845E-3
56	Line 25124	3911	9.665	32.5601	-65.7	-161.432	-255.91	354.0	0.0	-3.52758	-0.854845E-3
57	Line 25124	3960	9.665	37.9822	-65.7	-120.184	-186.897	352.687	0.0	43.469	-1.6325E-3
58	Line 25127	3395	8.9	-19.0166	-65.7	-48.977	70.8023	62.0283	0.0	-8.35888	0.306956E-3
59	Line 25127	3355	9.665	-19.0166	-65.7	-48.977	70.8023	62.0283	0.0	-8.35888	0.306956E-3
60	Line 25127	3400	8.9	-18.3371	-65.7	-113.055	152.28	140.358	0.0	-5.27265	0.662206E-3
61	Line 25127	3377	9.665	-18.3371	-65.7	-113.055	152.28	140.358	0.0	-5.27265	0.662206E-3
62	Line 25128	3400	8.9	-18.3371	-65.7	-113.055	152.28	140.358	0.0	-5.27265	0.662206E-3
63	Line 25128	3377	9.665	-18.3371	-65.7	-113.055	152.28	140.358	0.0	-5.27265	0.662206E-3
64	Line 25128	3459	8.9	-13.3169	-65.7	-218.718	185.459	186.557	0.0	-57.0076	0.416196E-3
65	Line 25128	3443	9.665	-13.3169	-65.7	-218.718	185.459	186.557	0.0	-57.0076	0.416196E-3
66	Line 25131	3459	8.9	-13.3169	-65.7	-218.718	185.459	186.557	0.0	-57.0076	0.416196E-3
67	Line 25131	3443	9.665	-13.3169	-65.7	-218.718	185.459	186.557	0.0	-57.0076	0.416196E-3
68	Line 25131	3511	8.9	-7.74887	-65.7	-244.852	34.7382	-266.789	0.0	-37.1117	-0.546636E-3
69	Line 25131	3499	9.665	-7.74887	-65.7	-244.852	34.7382	-266.789	0.0	-37.1117	-0.546636E-3
70	Line 25134	3784	8.9	26.534	-65.7	-103.542	-176.494	117.018	0.0	-11.7765	-0.439646E-3
71	Line 25134	3741	8.9	24.2119	-65.7	-87.576	-152.983	81.5082	0.0	-12.3927	-0.273984E-3
72	Line 25134	3778	9.665	24.2119	-65.7	-87.576	-152.983	81.5082	0.0	-12.3927	-0.273984E-3
73	Line 25134	3821	9.665	26.534	-65.7	-103.542	-176.494	117.018	0.0	-11.7765	-0.439646E-3
74	Line 25135	3801	8.9	28.1214	-65.7	-99.7301	-166.328	129.68	0.0	-8.79221	-0.469006E-3
75	Line 25135	3784	8.9	26.534	-65.7	-103.542	-176.494	117.018	0.0	-11.7765	-0.439646E-3
76	Line 25135	3821	9.665	26.534	-65.7	-103.542	-176.494	117.018	0.0	-11.7765	-0.439646E-3
77	Line 25135	3850	9.665	28.1214	-65.7	-99.7301	-166.328	129.68	0.0	-8.79221	-0.469006E-3
78	Line 25136	3843	8.9	30.3724	-65.7	-108.186	-172.831	173.326	0.0	2.11887	-0.785205E-3
79	Line 25136	3801	8.9	28.1214	-65.7	-99.7301	-166.328	129.68	0.0	-8.79221	-0.469006E-3
80	Line 25136	3850	9.665	28.1214	-65.7	-99.7301	-166.328	129.68	0.0	-8.79221	-0.469006E-3
81	Line 25136	3882	9.665	30.3724	-65.7	-108.186	-172.831	173.326	0.0	2.11887	-0.785205E-3
82	Line 25139	3741	8.9	24.2119	-65.7	-87.576	-152.983	81.5082	0.0	-12.3927	-0.273984E-3
83	Line 25139	3721	8.9	23.1855	-65.7	-85.4353	-153.992	66.0209	0.0	-4.06847	-3.68394E-6
84	Line 25139	3760	9.665	23.1855	-65.7	-85.4353	-153.992	66.0209	0.0	-4.06847	-3.68394E-6
85	Line 25139	3778	9.665	24.2119	-65.7	-87.576	-152.983	81.5082	0.0	-12.3927	-0.273984E-3
86	Line 25142	3686	8.9	20.819	-65.7	-112.648	-211.469	33.1418	0.0	-31.5488	-26.45E-6
87	Line 25142	3655	8.9	18.3371	-65.7	-161.63	-350.447	-314.506	0.0	19.2644	-5.54469E-3
88	Line 25142	3676	9.665	18.3371	-65.7	-161.63	-350.447	-314.506	0.0	19.2644	-5.54469E-3
89	Line 25142	3713	9.665	20.819	-65.7	-112.648	-211.469	33.1418	0.0	-31.5488	-26.45E-6
90	Line 25143	3721	8.9	23.1855	-65.7	-85.4353	-153.992	66.0209	0.0	-4.06847	-3.68394E-6
91	Line 25143	3686	8.9	20.819	-65.7	-112.648	-211.469	33.1418	0.0	-31.5488	-26.45E-6
92	Line 25143	3713	9.665	20.819	-65.7	-112.648	-211.469	33.1418	0.0	-31.5488	-26.45E-6
93	Line 25143	3760	9.665	23.1855	-65.7	-85.4353	-153.992	66.0209	0.0	-4.06847	-3.68394E-6
94	Line 25144	3288	8.9	-155.08	-65.7	-77.6984	-127.506	89.9578	0.0	0.296714	-0.733067E-3
95	Line 25144	3247	9.665	-155.08	-65.7	-77.6984	-127.506	89.9578	0.0	0.296714	-0.733067E-3
96	Line 25144	3259	8.9	-153.479	-65.7	-151.713	-242.32	185.091	0.0	13.3034	-0.868687E-3
97	Line 25144	3218	9.665	-153.479	-65.7	-151.713	-242.32	185.091	0.0	13.3034	-0.868687E-3
98	Line 25144	3232	8.9	-151.879	-65.7	-146.888	-243.201	217.159	0.0	5.53623	0.375188E-3
99	Line 25144	3196	9.665	-151.879	-65.7	-146.888	-243.201	217.159	0.0	5.53623	0.375188E-3
100	Line 25145	3232	8.9	-151.879	-65.7	-146.888	-243.201	217.159	0.0	5.53623	0.375188E-3
101	Line 25145	3177	8.9	-146.948	-65.7	-379.974	-500.644	803.76	0.0	105.234	-1.71047E-3
102	Line 25145	3196	9.665	-151.879	-65.7	-146.888	-243.201	217.159	0.0	5.53623	0.375188E-3
103	Line 25145	3129	8.9	-142.018	-65.7	-105.562	-125.114	371.411	0.0	66.8687	-0.482543E-3
104	Line 25145	3142	9.665	-146.948	-65.7	-379.974	-500.644	803.76	0.0	105.234	-1.71047E-3
105	Line 25145	3097	9.665	-142.018	-65.7	-105.562	-125.114	371.411	0.0	66.8687	-0.482543E-3
106	Line 25148	3308	8.9	-156.815	-65.7	-94.0523	-153.156	105.311	0.0	-7.91933	-0.841061E-3
107	Line 25148	3288	8.9	-155.08	-65.7	-77.6984	-127.506	89.9578	0.0	0.296714	-0.733067E-3
108	Line 25148	3280	9.665	-156.815	-65.7	-94.0523	-153.156	105.311	0.0	-7.91933	-0.841061E-3
109	Line 25148	3247	9.665	-155.08	-65.7	-77.6984	-127.506	89.9578	0.0	0.296714	-0.733067E-3
110	Line 25151	3388	8.9	-160.983	-65.7	-55.9046	-76.8984	58.2016	0.0	-9.50995	-0.626444E-3
111	Line 25151	3347	8.9	-159.181	-65.7	-94.9221	-144.099	103.502	0.0	-26.7486	-0.631572E-3
112	Line 25151	3353	9.665	-160.983	-65.7	-55.9046	-76.8984	58.2016	0.0	-9.50995	-0.626444E-3
113	Line 25151	3321	9.665	-159.181	-65.7	-94.9221	-144.099	103.502	0.0	-26.7486	-0.631572E-3
114	Line 25152	3347	8.9	-159.181	-65.7	-94.9221	-144.099	103.502	0.0	-26.7486	-0.631572E-3
115	Line 25152	3308	8.9	-156.815	-65.7	-94.0523	-153.156	105.311	0.0	-7.91933	-0.841061E-3
116	Line 25152	3321	9.665	-159.181	-65.7	-94.9221	-144.099	103.502	0.0	-26.7486	-0.631572E-3
117	Line 25152	3280	9.665	-156.815	-65.7	-94.0523	-153.156	105.311	0.0	-7.91933	-0.841061E-3
118	Line 25153	3926	8.9	142.018	-65.7	-125.328	213.208	334.104	0.0	48.0858	1.17671E-3
119	Line 25153	3868	8.9	147.44	-65.7	-150.519	277.202	350.548	0.0	-13.9866	1.30877E-3
120	Line 25153	3952	9.665	142.018	-65.7	-125.328	213.208	334.104	0.0	48.0858	1.17671E-3
121	Line 25153	3908	9.665	147.44	-65.7	-150.519	277.202	350.548	0.0	-13.9866	1.30877E-3
122	Line 25154	3868	8.9	147.44	-65.7	-150.519	277.202	350.548	0.0	-13.9866	1.30877E-3
123	Line 25154	3836	8.9	149.628	-65.7	-100.394	182.318	171.821	0.0	-8.6702	0.112032E-3
124	Line 25154	3908	9.665	147.44	-65.7	-150.519	277.202	350.548	0.0	-13.9866	1.30877E-3
125	Line 25154	3876	9.665	149.628	-65.7	-100.394	182.318	171.821	0.0	-8.6702	0.112032E-3
126	Line 25157	3399	8.9	-161.663	-65.7	-128.006	-165.471	130.905	0.0	-5.88164	-1.21526E-3
127	Line 25157	3388	8.9	-160.983	-65.7	-55.9046	-76.8984	58.2016	0.0	-9.50995	-0.626444E-3
128	Line 25157	3370	9.665	-161.663	-65.7	-128.006	-165.471	130.905	0.0	-5.88164	-1.21526E-3
129	Line 25157	3353	9.665	-160.983	-65.7	-55.9046	-76.8984	58.2016	0.0	-9.50995	-0.626444E-3
130	Line 25160	3452	8.9	-166.683	-65.7	-236.524	-195.104	129.245	0.0	-55.4867	-0.224622E-3
131	Line 25160	3399	8.9	-161.663	-65.7	-128.006	-165.471	130.905	0.0	-5.88164	-1.21526E-3
132	Line 25160	3438	9.665	-166.683	-65.7	-236.524	-195.104	129.245	0.0	-55.4867	-0.224622E-3
133	Line 25160	3370	9.665	-161.663	-65.7	-128.006	-165.471	130.905	0.0	-5.88164	-1.21526E-3
134	Line 25161	3502	8.9	-172.251	-65.7	-242.338	-37.5725	-545.034	0.0	8.82155	-2.91412E-3
135	Line 25161	3452	8.9	-166.683	-65.7	-236.524	-195.104	129.245	0.0	-55.4867	-0.224622E-3
136	Line 25161	3494	9.665	-172.251	-65.7	-242.338	-37.5725	-545.034	0.0	8.82155	-2.91412E-3
137	Line 25161	3438	9.665	-166.683	-65.7	-236.524	-195.104	129.245	0.0	-55.4867	-0.224622E-3
138	Line 25164	3783	8.9	153.466	-65.7	-98.1299	182.653	132.689	0.0	-22.7887	0.190673E-3
139	Line 25164	3734	8.9	155.788	-65.7	-82.098	159.273	102.746	0.0	-18.4806	0.192478E-3
140	Line 25164	3815	9.665	153.466	-65.7	-98.1299	182.653	132.689	0.0	-22.7887	0.190673E-3
141	Line 25164	3773	9.665	155.788	-65.7	-82.098	159.273	102.746	0.0	-18.4806	0.192478E-3
142	Line 25167	3836	8.9	149.628	-65.7	-100.394	182.318	171.821	0.0	-8.6702	0.112032E-3
143	Line 25167	3799	8.9	151.879	-65.7	-95.1414	173.68	140.478	0.0	-14.9123	0.319199E-3
144	Line 25167	3876	9.665	149.628	-65.7	-100.394	182.318	171.821	0.0	-8.6702	0.112032E-3
145	Line 25167	3849	9.665	151.879	-65.7	-95.1414	173.68	140.478	0.0	-14.9123	0.319199E-3
146	Line 25168	3799	8.9	151.879	-65.7	-95.1414	173.68	140.478	0.0	-14.9123	0.319199E-3
147	Line 25168	3783	8.9	153.466	-65.7	-98.1299	182.653	132.689	0.0	-22.7887	0.190673E-3
148	Line 25168	3849	9.665	151.879	-65.7	-95.1414	173.68	140.478	0.0	-14.9123	0.319199E-3
149	Line 25168	3815	9.665	153.466	-65.7	-98.1299	182.653	132.689	0.0	-22.7887	0.190673E-3
150	Line 25169	3734	8.9	155.788	-65.7	-82.098	159.273	102.746	0.0	-18.4806	0.192478E-3
151	Line 25169	3720	8.9	156.815	-65.7	-81.6736	161.003	91.2501	0.0	-12.6629	-42.2107E-6
152	Line 25169	3773	9.665	155.788	-65.7	-82.098	159.273	102.746	0.0	-18.4806	0.192478E-3
153	Line 25169	3756	9.665	156.815	-65.7	-81.6736	161.003	91.2501	0.0	-12.6629	-42.2107E-6
154	Line 25170	3720	8.9	156.815	-65.7	-81.6736	161.003	91.2501	0.0	-12.6629	-42.2107E-6
155	Line 25170	3685	8.9	159.181	-65.7	-111.93	224.621	76.6312	0.0	-50.4499	0.5112E-3
156	Line 25170	3756	9.665	156.815	-65.7	-81.6736	161.003	91.2501	0.0	-12.6629	-42.2107E-6
157	Line 25170	3707	9.665	159.181	-65.7	-111.93	224.621	76.6312	0.0	-50.4499	0.5112E-3
158	Line 25171	3685	8.9	159.181	-65.7	-111.93	224.621	76.6312	0.0	-50.4499	0.5112E-3
159	Line 25171	3646	8.9	161.663	-65.7	-186.656	372.008	-140.263	0.0	-21.8204	-0.165195E-3
160	Line 25171	3707	9.665	159.181	-65.7	-111.93	224.621	76.6312	0.0	-50.4499	0.5112E-3
161	Line 25171	3668	9.665	161.663	-65.7	-186.656	372.008	-140.263	0.0	-21.8204	-0.165195E-3
162	Line 25206	2993	8.9	-62.318	-65.7	-20.6091	-84.6139	290.479	0.0	102.833	69.3334E-6
163	Line 25206	2953	9.665	-62.318	-65.7	-20.6091	-84.6139	290.479	0.0	102.833	69.3334E-6
164	Line 25206	3017	8.9	-56.769	-65.7	-49.663	-166.262	610.931	0.0	203.612	1.70368E-3
165	Line 25206	2984	9.665	-56.769	-65.7	-49.663	-166.262	610.931	0.0	203.612	1.70368E-3
166	Line 25206	3037	8.9	-51.2201	-65.7	-4.97134	-175.396	590.772	0.0	221.146	1.55555E-3
167	Line 25206	3066	8.9	-45.6711	-65.7	72.5829	-153.19	621.347	0.0	187.829	-1.08321E-3
168	Line 25206	3013	9.665	-51.2201	-65.7	-4.97134	-175.396	590.772	0.0	221.146	1.55555E-3
169	Line 25206	3042	9.665	-45.6711	-65.7	72.5829	-153.19	621.347	0.0	187.829	-1.08321E-3
170	Line 25206	3112	8.9	-40.1221	-65.7	4.20947	22.0031	281.075	0.0	27.4218	-0.235669E-3
171	Line 25206	3079	9.665	-40.1221	-65.7	4.20947	22.0031	281.075	0.0	27.4218	-0.235669E-3
172	Line 25207	3112	8.9	-40.1221	-65.7	4.20947	22.0031	281.075	0.0	27.4218	-0.235669E-3
173	Line 25207	3079	9.665	-40.1221	-65.7	4.20947	22.0031	281.075	0.0	27.4218	-0.235669E-3
174	Line 25207	3131	8.9	-37.9822	-65.7	-60.493	116.957	326.792	0.0	60.5282	51.945E-6
175	Line 25207	3102	9.665	-37.9822	-65.7	-60.493	116.957	326.792	0.0	60.5282	51.945E-6
176	Line 25208	3942	8.9	40.1221	-65.7	-43.5115	-94.8645	267.198	0.0	3.21468	66.593E-6
177	Line 25208	3979	9.665	40.1221	-65.7	-43.5115	-94.8645	267.198	0.0	3.21468	66.593E-6
178	Line 25208	3987	8.9	45.6711	-65.7	-3.15853	-89.837	515.928	0.0	88.1611	-0.962657E-3
179	Line 25208	4012	9.665	45.6711	-65.7	-3.15853	-89.837	515.928	0.0	88.1611	-0.962657E-3
180	Line 25208	4015	8.9	51.2201	-65.7	-6.32248	-96.5393	440.523	0.0	79.5214	-1.12087E-3
181	Line 25208	4042	9.665	51.2201	-65.7	-6.32248	-96.5393	440.523	0.0	79.5214	-1.12087E-3
182	Line 25208	4059	8.9	62.318	-65.7	29.4612	-64.4946	137.479	0.0	32.5344	76.1746E-6
183	Line 25208	4038	8.9	56.769	-65.7	4.74379	-114.956	400.918	0.0	27.4602	-7.5812E-3
184	Line 25208	4071	9.665	56.769	-65.7	4.74379	-114.956	400.918	0.0	27.4602	-7.5812E-3
185	Line 25208	4104	9.665	62.318	-65.7	29.4612	-64.4946	137.479	0.0	32.5344	76.1746E-6
186	Line 25209	3942	8.9	40.1221	-65.7	-43.5115	-94.8645	267.198	0.0	3.21468	66.593E-6
187	Line 25209	3927	8.9	37.9822	-65.7	-120.184	-186.897	352.687	0.0	43.469	-1.6325E-3
188	Line 25209	3960	9.665	37.9822	-65.7	-120.184	-186.897	352.687	0.0	43.469	-1.6325E-3
189	Line 25209	3979	9.665	40.1221	-65.7	-43.5115	-94.8645	267.198	0.0	3.21468	66.593E-6
190	Line 25210	3111	8.9	-139.878	-65.7	-38.2777	-32.2282	317.814	0.0	29.1455	0.31662E-3
191	Line 25210	3075	9.665	-139.878	-65.7	-38.2777	-32.2282	317.814	0.0	29.1455	0.31662E-3
192	Line 25210	3064	8.9	-134.329	-65.7	-5.18323	120.426	709.425	0.0	184.887	-0.447473E-3
193	Line 25210	3040	9.665	-134.329	-65.7	-5.18323	120.426	709.425	0.0	184.887	-0.447473E-3
194	Line 25210	3016	8.9	-123.231	-65.7	-34.8536	114.107	703.672	0.0	124.424	-2.12073E-3
195	Line 25210	3036	8.9	-128.78	-65.7	-1.53487	139.255	695.057	0.0	149.164	-1.07496E-3
196	Line 25210	3010	9.665	-128.78	-65.7	-1.53487	139.255	695.057	0.0	149.164	-1.07496E-3
197	Line 25210	2992	8.9	-117.682	-65.7	-25.7635	47.7064	323.989	0.0	74.3168	-26.2191E-6
198	Line 25210	2981	9.665	-123.231	-65.7	-34.8536	114.107	703.672	0.0	124.424	-2.12073E-3
199	Line 25210	2947	9.665	-117.682	-65.7	-25.7635	47.7064	323.989	0.0	74.3168	-26.2191E-6
200	Line 25211	3129	8.9	-142.018	-65.7	-105.562	-125.114	371.411	0.0	66.8687	-0.482543E-3
201	Line 25211	3111	8.9	-139.878	-65.7	-38.2777	-32.2282	317.814	0.0	29.1455	0.31662E-3
202	Line 25211	3097	9.665	-142.018	-65.7	-105.562	-125.114	371.411	0.0	66.8687	-0.482543E-3
203	Line 25211	3075	9.665	-139.878	-65.7	-38.2777	-32.2282	317.814	0.0	29.1455	0.31662E-3
204	Line 25212	4058	8.9	117.682	-65.7	29.2153	90.4798	124.536	0.0	33.1012	-0.113659E-3
