Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	04/11/19
8	Time	11:48
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Local
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
15:Tunnel Opening T2 P1 - 15:Increment 15
 
	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
38	Line 25118	3295	8.9	-24.9197	-65.7	72.4283	162.988	26.243	0.0	-25.6048	0.138959E-3
39	Line 25118	3255	9.665	-24.9197	-65.7	72.4283	162.988	26.243	0.0	-25.6048	0.138959E-3
40	Line 25118	3309	8.9	-23.1855	-65.7	90.9768	200.513	27.0831	0.0	-35.3953	0.300022E-3
41	Line 25118	3284	9.665	-23.1855	-65.7	90.9768	200.513	27.0831	0.0	-35.3953	0.300022E-3
42	Line 25119	3309	8.9	-23.1855	-65.7	90.9768	200.513	27.0831	0.0	-35.3953	0.300022E-3
43	Line 25119	3284	9.665	-23.1855	-65.7	90.9768	200.513	27.0831	0.0	-35.3953	0.300022E-3
44	Line 25119	3348	8.9	-20.819	-65.7	94.1807	195.812	26.6331	0.0	-61.7059	0.462597E-3
45	Line 25119	3329	9.665	-20.819	-65.7	94.1807	195.812	26.6331	0.0	-61.7059	0.462597E-3
46	Line 25120	3348	8.9	-20.819	-65.7	94.1807	195.812	26.6331	0.0	-61.7059	0.462597E-3
47	Line 25120	3329	9.665	-20.819	-65.7	94.1807	195.812	26.6331	0.0	-61.7059	0.462597E-3
48	Line 25120	3395	8.9	-19.0166	-65.7	57.4417	109.42	18.3395	0.0	-14.8524	0.336831E-3
49	Line 25120	3355	9.665	-19.0166	-65.7	57.4417	109.42	18.3395	0.0	-14.8524	0.336831E-3
50	Line 25123	3869	8.9	32.5601	-65.7	175.603	-229.131	154.806	0.0	-52.1077	-1.51718E-3
51	Line 25123	3843	8.9	30.3724	-65.7	97.9463	-169.974	66.9231	0.0	-35.6016	-0.564672E-3
52	Line 25123	3882	9.665	30.3724	-65.7	97.9463	-169.974	66.9231	0.0	-35.6016	-0.564672E-3
53	Line 25123	3911	9.665	32.5601	-65.7	175.603	-229.131	154.806	0.0	-52.1077	-1.51718E-3
54	Line 25124	3927	8.9	37.9822	-65.7	198.228	-126.631	127.043	0.0	4.83633	-0.760839E-3
55	Line 25124	3869	8.9	32.5601	-65.7	175.603	-229.131	154.806	0.0	-52.1077	-1.51718E-3
56	Line 25124	3911	9.665	32.5601	-65.7	175.603	-229.131	154.806	0.0	-52.1077	-1.51718E-3
57	Line 25124	3960	9.665	37.9822	-65.7	198.228	-126.631	127.043	0.0	4.83633	-0.760839E-3
58	Line 25127	3395	8.9	-19.0166	-65.7	57.4417	109.42	18.3395	0.0	-14.8524	0.336831E-3
59	Line 25127	3355	9.665	-19.0166	-65.7	57.4417	109.42	18.3395	0.0	-14.8524	0.336831E-3
60	Line 25127	3400	8.9	-18.3371	-65.7	132.142	243.341	42.1498	0.0	-16.7711	0.763868E-3
61	Line 25127	3377	9.665	-18.3371	-65.7	132.142	243.341	42.1498	0.0	-16.7711	0.763868E-3
62	Line 25128	3400	8.9	-18.3371	-65.7	132.142	243.341	42.1498	0.0	-16.7711	0.763868E-3
63	Line 25128	3377	9.665	-18.3371	-65.7	132.142	243.341	42.1498	0.0	-16.7711	0.763868E-3
64	Line 25128	3459	8.9	-13.3169	-65.7	236.646	343.426	17.9703	0.0	-163.973	1.17194E-3
65	Line 25128	3443	9.665	-13.3169	-65.7	236.646	343.426	17.9703	0.0	-163.973	1.17194E-3
66	Line 25131	3459	8.9	-13.3169	-65.7	236.646	343.426	17.9703	0.0	-163.973	1.17194E-3
67	Line 25131	3443	9.665	-13.3169	-65.7	236.646	343.426	17.9703	0.0	-163.973	1.17194E-3
68	Line 25131	3511	8.9	-7.74887	-65.7	318.029	203.686	-401.564	0.0	-183.371	66.4148E-6
69	Line 25131	3499	9.665	-7.74887	-65.7	318.029	203.686	-401.564	0.0	-183.371	66.4148E-6
70	Line 25134	3784	8.9	26.534	-65.7	82.5095	-184.318	28.4877	0.0	-47.0927	-0.272117E-3
71	Line 25134	3741	8.9	24.2119	-65.7	74.6954	-162.294	9.62866	0.0	-32.7582	-0.31797E-3
72	Line 25134	3778	9.665	24.2119	-65.7	74.6954	-162.294	9.62866	0.0	-32.7582	-0.31797E-3
73	Line 25134	3821	9.665	26.534	-65.7	82.5095	-184.318	28.4877	0.0	-47.0927	-0.272117E-3
74	Line 25135	3801	8.9	28.1214	-65.7	81.1093	-170.203	41.1926	0.0	-37.0352	-0.309727E-3
75	Line 25135	3784	8.9	26.534	-65.7	82.5095	-184.318	28.4877	0.0	-47.0927	-0.272117E-3
76	Line 25135	3821	9.665	26.534	-65.7	82.5095	-184.318	28.4877	0.0	-47.0927	-0.272117E-3
77	Line 25135	3850	9.665	28.1214	-65.7	81.1093	-170.203	41.1926	0.0	-37.0352	-0.309727E-3
78	Line 25136	3843	8.9	30.3724	-65.7	97.9463	-169.974	66.9231	0.0	-35.6016	-0.564672E-3
79	Line 25136	3801	8.9	28.1214	-65.7	81.1093	-170.203	41.1926	0.0	-37.0352	-0.309727E-3
80	Line 25136	3850	9.665	28.1214	-65.7	81.1093	-170.203	41.1926	0.0	-37.0352	-0.309727E-3
81	Line 25136	3882	9.665	30.3724	-65.7	97.9463	-169.974	66.9231	0.0	-35.6016	-0.564672E-3
82	Line 25139	3741	8.9	24.2119	-65.7	74.6954	-162.294	9.62866	0.0	-32.7582	-0.31797E-3
83	Line 25139	3721	8.9	23.1855	-65.7	77.0215	-164.851	-3.92625	0.0	-23.1618	81.1924E-6
84	Line 25139	3760	9.665	23.1855	-65.7	77.0215	-164.851	-3.92625	0.0	-23.1618	81.1924E-6
85	Line 25139	3778	9.665	24.2119	-65.7	74.6954	-162.294	9.62866	0.0	-32.7582	-0.31797E-3
86	Line 25142	3686	8.9	20.819	-65.7	115.432	-228.713	-59.5385	0.0	-81.665	-0.559101E-3
87	Line 25142	3655	8.9	18.3371	-65.7	234.579	-383.306	-410.103	0.0	-49.3416	-5.38859E-3
88	Line 25142	3676	9.665	18.3371	-65.7	234.579	-383.306	-410.103	0.0	-49.3416	-5.38859E-3
89	Line 25142	3713	9.665	20.819	-65.7	115.432	-228.713	-59.5385	0.0	-81.665	-0.559101E-3
90	Line 25143	3721	8.9	23.1855	-65.7	77.0215	-164.851	-3.92625	0.0	-23.1618	81.1924E-6
91	Line 25143	3686	8.9	20.819	-65.7	115.432	-228.713	-59.5385	0.0	-81.665	-0.559101E-3
92	Line 25143	3713	9.665	20.819	-65.7	115.432	-228.713	-59.5385	0.0	-81.665	-0.559101E-3
93	Line 25143	3760	9.665	23.1855	-65.7	77.0215	-164.851	-3.92625	0.0	-23.1618	81.1924E-6
94	Line 25144	3288	8.9	-155.08	-65.7	221.648	359.698	-320.744	0.0	-130.11	77.8357E-6
95	Line 25144	3247	9.665	-155.08	-65.7	221.648	359.698	-320.744	0.0	-130.11	77.8357E-6
96	Line 25144	3259	8.9	-153.479	-65.7	450.788	510.425	-409.577	0.0	-193.883	0.286303E-3
97	Line 25144	3218	9.665	-153.479	-65.7	450.788	510.425	-409.577	0.0	-193.883	0.286303E-3
98	Line 25144	3232	8.9	-151.879	-65.7	453.866	336.381	-237.825	0.0	-136.135	-0.431205E-3
99	Line 25144	3196	9.665	-151.879	-65.7	453.866	336.381	-237.825	0.0	-136.135	-0.431205E-3
100	Line 25145	3232	8.9	-151.879	-65.7	453.866	336.381	-237.825	0.0	-136.135	-0.431205E-3
101	Line 25145	3177	8.9	-146.948	-65.7	1.12426E3	149.482	106.224	0.0	-576.358	-1.6544E-3
102	Line 25145	3196	9.665	-151.879	-65.7	453.866	336.381	-237.825	0.0	-136.135	-0.431205E-3
103	Line 25145	3129	8.9	-142.018	-65.7	378.928	-23.718	71.3979	0.0	-104.021	-2.42588E-3
104	Line 25145	3142	9.665	-146.948	-65.7	1.12426E3	149.482	106.224	0.0	-576.358	-1.6544E-3
105	Line 25145	3097	9.665	-142.018	-65.7	378.928	-23.718	71.3979	0.0	-104.021	-2.42588E-3
106	Line 25148	3308	8.9	-156.815	-65.7	257.17	533.103	-604.211	0.0	-213.686	1.46957E-3
107	Line 25148	3288	8.9	-155.08	-65.7	221.648	359.698	-320.744	0.0	-130.11	77.8357E-6
108	Line 25148	3280	9.665	-156.815	-65.7	257.17	533.103	-604.211	0.0	-213.686	1.46957E-3
109	Line 25148	3247	9.665	-155.08	-65.7	221.648	359.698	-320.744	0.0	-130.11	77.8357E-6
110	Line 25151	3388	8.9	-160.983	-65.7	155.801	52.6858	-250.449	0.0	-62.4237	-0.635581E-3
111	Line 25151	3347	8.9	-159.181	-65.7	266.648	204.3	-419.737	0.0	-329.005	-0.24116E-3
112	Line 25151	3353	9.665	-160.983	-65.7	155.801	52.6858	-250.449	0.0	-62.4237	-0.635581E-3
113	Line 25151	3321	9.665	-159.181	-65.7	266.648	204.3	-419.737	0.0	-329.005	-0.24116E-3
114	Line 25152	3347	8.9	-159.181	-65.7	266.648	204.3	-419.737	0.0	-329.005	-0.24116E-3
115	Line 25152	3308	8.9	-156.815	-65.7	257.17	533.103	-604.211	0.0	-213.686	1.46957E-3
116	Line 25152	3321	9.665	-159.181	-65.7	266.648	204.3	-419.737	0.0	-329.005	-0.24116E-3
117	Line 25152	3280	9.665	-156.815	-65.7	257.17	533.103	-604.211	0.0	-213.686	1.46957E-3
118	Line 25153	3926	8.9	142.018	-65.7	198.792	196.42	50.7615	0.0	-75.9351	2.62561E-3
119	Line 25153	3868	8.9	147.44	-65.7	184.201	227.799	69.5623	0.0	-145.249	1.19866E-3
120	Line 25153	3952	9.665	142.018	-65.7	198.792	196.42	50.7615	0.0	-75.9351	2.62561E-3
121	Line 25153	3908	9.665	147.44	-65.7	184.201	227.799	69.5623	0.0	-145.249	1.19866E-3
122	Line 25154	3868	8.9	147.44	-65.7	184.201	227.799	69.5623	0.0	-145.249	1.19866E-3
123	Line 25154	3836	8.9	149.628	-65.7	101.108	144.694	30.0951	0.0	-124.825	-0.788078E-3
124	Line 25154	3908	9.665	147.44	-65.7	184.201	227.799	69.5623	0.0	-145.249	1.19866E-3
125	Line 25154	3876	9.665	149.628	-65.7	101.108	144.694	30.0951	0.0	-124.825	-0.788078E-3
126	Line 25157	3399	8.9	-161.663	-65.7	344.587	152.499	-514.572	0.0	-98.0264	-0.944187E-3
127	Line 25157	3388	8.9	-160.983	-65.7	155.801	52.6858	-250.449	0.0	-62.4237	-0.635581E-3
128	Line 25157	3370	9.665	-161.663	-65.7	344.587	152.499	-514.572	0.0	-98.0264	-0.944187E-3
129	Line 25157	3353	9.665	-160.983	-65.7	155.801	52.6858	-250.449	0.0	-62.4237	-0.635581E-3
130	Line 25160	3452	8.9	-166.683	-65.7	437.843	820.587	-372.735	0.0	-821.991	-5.04021E-3
131	Line 25160	3399	8.9	-161.663	-65.7	344.587	152.499	-514.572	0.0	-98.0264	-0.944187E-3
132	Line 25160	3438	9.665	-166.683	-65.7	437.843	820.587	-372.735	0.0	-821.991	-5.04021E-3
133	Line 25160	3370	9.665	-161.663	-65.7	344.587	152.499	-514.572	0.0	-98.0264	-0.944187E-3
134	Line 25161	3502	8.9	-172.251	-65.7	293.79	1.43818E3	-16.9799	0.0	-940.326	1.76077E-3
135	Line 25161	3452	8.9	-166.683	-65.7	437.843	820.587	-372.735	0.0	-821.991	-5.04021E-3
136	Line 25161	3494	9.665	-172.251	-65.7	293.79	1.43818E3	-16.9799	0.0	-940.326	1.76077E-3
137	Line 25161	3438	9.665	-166.683	-65.7	437.843	820.587	-372.735	0.0	-821.991	-5.04021E-3
138	Line 25164	3783	8.9	153.466	-65.7	72.6954	160.627	27.3544	0.0	-141.082	-0.879764E-3
139	Line 25164	3734	8.9	155.788	-65.7	54.4225	154.47	22.2582	0.0	-87.2184	-46.7013E-6
140	Line 25164	3815	9.665	153.466	-65.7	72.6954	160.627	27.3544	0.0	-141.082	-0.879764E-3
141	Line 25164	3773	9.665	155.788	-65.7	54.4225	154.47	22.2582	0.0	-87.2184	-46.7013E-6
142	Line 25167	3836	8.9	149.628	-65.7	101.108	144.694	30.0951	0.0	-124.825	-0.788078E-3
143	Line 25167	3799	8.9	151.879	-65.7	77.5148	143.742	28.0978	0.0	-100.583	-0.707381E-3
144	Line 25167	3876	9.665	149.628	-65.7	101.108	144.694	30.0951	0.0	-124.825	-0.788078E-3
145	Line 25167	3849	9.665	151.879	-65.7	77.5148	143.742	28.0978	0.0	-100.583	-0.707381E-3
146	Line 25168	3799	8.9	151.879	-65.7	77.5148	143.742	28.0978	0.0	-100.583	-0.707381E-3
147	Line 25168	3783	8.9	153.466	-65.7	72.6954	160.627	27.3544	0.0	-141.082	-0.879764E-3
148	Line 25168	3849	9.665	151.879	-65.7	77.5148	143.742	28.0978	0.0	-100.583	-0.707381E-3
149	Line 25168	3815	9.665	153.466	-65.7	72.6954	160.627	27.3544	0.0	-141.082	-0.879764E-3
150	Line 25169	3734	8.9	155.788	-65.7	54.4225	154.47	22.2582	0.0	-87.2184	-46.7013E-6
151	Line 25169	3720	8.9	156.815	-65.7	47.8731	166.119	20.3052	0.0	-77.6367	-0.539585E-3
152	Line 25169	3773	9.665	155.788	-65.7	54.4225	154.47	22.2582	0.0	-87.2184	-46.7013E-6
153	Line 25169	3756	9.665	156.815	-65.7	47.8731	166.119	20.3052	0.0	-77.6367	-0.539585E-3
154	Line 25170	3720	8.9	156.815	-65.7	47.8731	166.119	20.3052	0.0	-77.6367	-0.539585E-3
155	Line 25170	3685	8.9	159.181	-65.7	61.0922	266.164	12.9558	0.0	-237.99	2.34457E-3
156	Line 25170	3756	9.665	156.815	-65.7	47.8731	166.119	20.3052	0.0	-77.6367	-0.539585E-3
157	Line 25170	3707	9.665	159.181	-65.7	61.0922	266.164	12.9558	0.0	-237.99	2.34457E-3
158	Line 25171	3685	8.9	159.181	-65.7	61.0922	266.164	12.9558	0.0	-237.99	2.34457E-3
159	Line 25171	3646	8.9	161.663	-65.7	91.5027	534.59	0.985636	0.0	-291.247	-1.72688E-3
160	Line 25171	3707	9.665	159.181	-65.7	61.0922	266.164	12.9558	0.0	-237.99	2.34457E-3
161	Line 25171	3668	9.665	161.663	-65.7	91.5027	534.59	0.985636	0.0	-291.247	-1.72688E-3
162	Line 25206	2993	8.9	-62.318	-65.7	377.769	-251.834	-200.556	0.0	100.896	53.8523E-6
163	Line 25206	2953	9.665	-62.318	-65.7	377.769	-251.834	-200.556	0.0	100.896	53.8523E-6
164	Line 25206	3017	8.9	-56.769	-65.7	770.209	-477.287	-361.962	0.0	211.254	0.16763E-3
165	Line 25206	2984	9.665	-56.769	-65.7	770.209	-477.287	-361.962	0.0	211.254	0.16763E-3
166	Line 25206	3037	8.9	-51.2201	-65.7	806.119	-432.498	-346.016	0.0	214.337	1.49374E-3
167	Line 25206	3066	8.9	-45.6711	-65.7	844.808	-315.789	-229.106	0.0	147.332	-1.89175E-3
168	Line 25206	3013	9.665	-51.2201	-65.7	806.119	-432.498	-346.016	0.0	214.337	1.49374E-3
169	Line 25206	3042	9.665	-45.6711	-65.7	844.808	-315.789	-229.106	0.0	147.332	-1.89175E-3
170	Line 25206	3112	8.9	-40.1221	-65.7	267.541	7.57307	24.0558	0.0	14.9179	-0.149554E-3
171	Line 25206	3079	9.665	-40.1221	-65.7	267.541	7.57307	24.0558	0.0	14.9179	-0.149554E-3
172	Line 25207	3112	8.9	-40.1221	-65.7	267.541	7.57307	24.0558	0.0	14.9179	-0.149554E-3
173	Line 25207	3079	9.665	-40.1221	-65.7	267.541	7.57307	24.0558	0.0	14.9179	-0.149554E-3
174	Line 25207	3131	8.9	-37.9822	-65.7	192.711	126.924	114.265	0.0	44.9147	-63.4022E-6
175	Line 25207	3102	9.665	-37.9822	-65.7	192.711	126.924	114.265	0.0	44.9147	-63.4022E-6
176	Line 25208	3942	8.9	40.1221	-65.7	257.922	-9.92748	20.0626	0.0	-32.5309	-0.356143E-3
177	Line 25208	3979	9.665	40.1221	-65.7	257.922	-9.92748	20.0626	0.0	-32.5309	-0.356143E-3
178	Line 25208	3987	8.9	45.6711	-65.7	845.849	297.443	-328.045	0.0	-53.1563	-0.678058E-3
179	Line 25208	4012	9.665	45.6711	-65.7	845.849	297.443	-328.045	0.0	-53.1563	-0.678058E-3
180	Line 25208	4015	8.9	51.2201	-65.7	822.327	407.901	-432.445	0.0	-79.0424	-0.794794E-3
181	Line 25208	4042	9.665	51.2201	-65.7	822.327	407.901	-432.445	0.0	-79.0424	-0.794794E-3
182	Line 25208	4059	8.9	62.318	-65.7	382.863	218.467	-254.532	0.0	-52.2308	-23.1099E-6
183	Line 25208	4038	8.9	56.769	-65.7	784.13	432.211	-470.326	0.0	-93.0996	0.128348E-3
184	Line 25208	4071	9.665	56.769	-65.7	784.13	432.211	-470.326	0.0	-93.0996	0.128348E-3
185	Line 25208	4104	9.665	62.318	-65.7	382.863	218.467	-254.532	0.0	-52.2308	-23.1099E-6
186	Line 25209	3942	8.9	40.1221	-65.7	257.922	-9.92748	20.0626	0.0	-32.5309	-0.356143E-3
187	Line 25209	3927	8.9	37.9822	-65.7	198.228	-126.631	127.043	0.0	4.83633	-0.760839E-3
188	Line 25209	3960	9.665	37.9822	-65.7	198.228	-126.631	127.043	0.0	4.83633	-0.760839E-3
189	Line 25209	3979	9.665	40.1221	-65.7	257.922	-9.92748	20.0626	0.0	-32.5309	-0.356143E-3
190	Line 25210	3111	8.9	-139.878	-65.7	385.03	-16.4802	4.13081	0.0	-107.454	-1.02168E-3
191	Line 25210	3075	9.665	-139.878	-65.7	385.03	-16.4802	4.13081	0.0	-107.454	-1.02168E-3
192	Line 25210	3064	8.9	-134.329	-65.7	1.11236E3	-56.3401	-286.565	0.0	-370.533	-0.425176E-3
193	Line 25210	3040	9.665	-134.329	-65.7	1.11236E3	-56.3401	-286.565	0.0	-370.533	-0.425176E-3
194	Line 25210	3016	8.9	-123.231	-65.7	1.07195E3	-186.872	-396.287	0.0	-234.579	0.822245E-3
195	Line 25210	3036	8.9	-128.78	-65.7	1.11574E3	-105.284	-378.248	0.0	-309.68	43.0139E-6
196	Line 25210	3010	9.665	-128.78	-65.7	1.11574E3	-105.284	-378.248	0.0	-309.68	43.0139E-6
197	Line 25210	2992	8.9	-117.682	-65.7	504.829	-131.552	-209.506	0.0	-86.4772	67.3544E-6
198	Line 25210	2981	9.665	-123.231	-65.7	1.07195E3	-186.872	-396.287	0.0	-234.579	0.822245E-3
199	Line 25210	2947	9.665	-117.682	-65.7	504.829	-131.552	-209.506	0.0	-86.4772	67.3544E-6
200	Line 25211	3129	8.9	-142.018	-65.7	378.928	-23.718	71.3979	0.0	-104.021	-2.42588E-3
201	Line 25211	3111	8.9	-139.878	-65.7	385.03	-16.4802	4.13081	0.0	-107.454	-1.02168E-3
202	Line 25211	3097	9.665	-142.018	-65.7	378.928	-23.718	71.3979	0.0	-104.021	-2.42588E-3
203	Line 25211	3075	9.665	-139.878	-65.7	385.03	-16.4802	4.13081	0.0	-107.454	-1.02168E-3
204	Line 25212	4058	8.9	117.682	-65.7	334.034	128.021	-152.5	0.0	-187.01	0.236572E-3
205	Line 25212	4037	8.9	123.231	-65.7	642.043	235.58	-252.082	0.0	-381.977	-45.5736E-6
206	Line 25212	4100	9.665	117.682	-65.7	334.034	128.021	-152.5	0.0	-187.01	0.236572E-3
