	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
1	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
223	Line 25214	2930	9.665	-67.877	-65.7	142.021	-108.868	544.484	0.0	545.312	1.92398E-3
224	Line 25214	2993	8.9	-62.318	-65.7	53.2173	-58.9747	301.826	0.0	283.1	0.179191E-3
225	Line 25214	2953	9.665	-62.318	-65.7	53.2173	-58.9747	301.826	0.0	283.1	0.179191E-3
226	Line 25215	2932	8.9	-90.0	-65.7	-12.2788	-9.27548	233.973	0.0	238.232	32.7026E-6
227	Line 25215	2892	9.665	-90.0	-65.7	-12.2788	-9.27548	233.973	0.0	238.232	32.7026E-6
228	Line 25215	2936	8.9	-84.4973	-65.7	17.831	-40.5081	453.995	0.0	498.232	4.98568E-3
229	Line 25215	2903	9.665	-84.4973	-65.7	17.831	-40.5081	453.995	0.0	498.232	4.98568E-3
230	Line 25215	2942	8.9	-78.9947	-65.7	59.3261	-31.6826	237.279	0.0	256.111	1.76771E-3
231	Line 25215	2912	9.665	-78.9947	-65.7	59.3261	-31.6826	237.279	0.0	256.111	1.76771E-3
232	Line 25216	2992	8.9	-117.682	-65.7	48.9037	53.4227	334.732	0.0	236.788	-0.158582E-3
233	Line 25216	2972	8.9	-112.123	-65.7	122.206	84.1473	577.121	0.0	482.006	-2.57391E-3
234	Line 25216	2947	9.665	-117.682	-65.7	48.9037	53.4227	334.732	0.0	236.788	-0.158582E-3
235	Line 25216	2957	8.9	-106.564	-65.7	158.303	57.0788	529.033	0.0	462.381	-0.48894E-3
236	Line 25216	2926	9.665	-112.123	-65.7	122.206	84.1473	577.121	0.0	482.006	-2.57391E-3
237	Line 25216	2941	8.9	-101.005	-65.7	51.319	18.1637	247.572	0.0	236.298	-1.80303E-3
238	Line 25216	2920	9.665	-106.564	-65.7	158.303	57.0788	529.033	0.0	462.381	-0.48894E-3
239	Line 25216	2910	9.665	-101.005	-65.7	51.319	18.1637	247.572	0.0	236.298	-1.80303E-3
240	Line 25217	2941	8.9	-101.005	-65.7	51.319	18.1637	247.572	0.0	236.298	-1.80303E-3
241	Line 25217	2910	9.665	-101.005	-65.7	51.319	18.1637	247.572	0.0	236.298	-1.80303E-3
242	Line 25217	2935	8.9	-95.5027	-65.7	9.09492	3.93647	467.813	0.0	479.057	-4.70833E-3
243	Line 25217	2898	9.665	-95.5027	-65.7	9.09492	3.93647	467.813	0.0	479.057	-4.70833E-3
244	Line 25217	2932	8.9	-90.0	-65.7	-12.2788	-9.27548	233.973	0.0	238.232	32.7026E-6
245	Line 25217	2892	9.665	-90.0	-65.7	-12.2788	-9.27548	233.973	0.0	238.232	32.7026E-6
246	Line 25218	4110	8.9	101.005	-65.7	45.8783	115.854	19.8255	0.0	137.462	0.834139E-3
247	Line 25218	4138	9.665	101.005	-65.7	45.8783	115.854	19.8255	0.0	137.462	0.834139E-3
248	Line 25218	4077	8.9	112.123	-65.7	246.88	224.38	144.842	0.0	329.145	5.35721E-3
249	Line 25218	4094	8.9	106.564	-65.7	206.931	228.494	146.92	0.0	228.753	5.89963E-3
250	Line 25218	4130	9.665	106.564	-65.7	206.931	228.494	146.92	0.0	228.753	5.89963E-3
251	Line 25218	4123	9.665	112.123	-65.7	246.88	224.38	144.842	0.0	329.145	5.35721E-3
252	Line 25218	4058	8.9	117.682	-65.7	94.6114	85.7484	123.152	0.0	166.344	-0.25921E-3
253	Line 25218	4100	9.665	117.682	-65.7	94.6114	85.7484	123.152	0.0	166.344	-0.25921E-3
254	Line 25219	4120	8.9	90.0	-65.7	-109.6	3.55874	-34.1009	0.0	88.3012	-30.636E-6
255	Line 25219	4116	8.9	95.5027	-65.7	-108.346	140.291	-43.8348	0.0	237.623	2.59872E-3
256	Line 25219	4157	9.665	90.0	-65.7	-109.6	3.55874	-34.1009	0.0	88.3012	-30.636E-6
257	Line 25219	4110	8.9	101.005	-65.7	45.8783	115.854	19.8255	0.0	137.462	0.834139E-3
258	Line 25219	4151	9.665	95.5027	-65.7	-108.346	140.291	-43.8348	0.0	237.623	2.59872E-3
259	Line 25219	4138	9.665	101.005	-65.7	45.8783	115.854	19.8255	0.0	137.462	0.834139E-3
260	Line 25220	4059	8.9	62.318	-65.7	90.4793	-88.6952	133.389	0.0	174.954	0.198785E-3
261	Line 25220	4104	9.665	62.318	-65.7	90.4793	-88.6952	133.389	0.0	174.954	0.198785E-3
262	Line 25220	4095	8.9	73.4357	-65.7	257.944	-205.734	99.9513	0.0	281.619	-3.41808E-3
263	Line 25220	4080	8.9	67.877	-65.7	235.025	-207.939	143.487	0.0	359.896	-6.36154E-3
264	Line 25220	4126	9.665	67.877	-65.7	235.025	-207.939	143.487	0.0	359.896	-6.36154E-3
265	Line 25220	4133	9.665	73.4357	-65.7	257.944	-205.734	99.9513	0.0	281.619	-3.41808E-3
266	Line 25220	4111	8.9	78.9947	-65.7	64.8367	-103.687	37.1749	0.0	110.475	-2.43867E-3
267	Line 25220	4142	9.665	78.9947	-65.7	64.8367	-103.687	37.1749	0.0	110.475	-2.43867E-3
268	Line 25221	4111	8.9	78.9947	-65.7	64.8367	-103.687	37.1749	0.0	110.475	-2.43867E-3
269	Line 25221	4142	9.665	78.9947	-65.7	64.8367	-103.687	37.1749	0.0	110.475	-2.43867E-3
270	Line 25221	4117	8.9	84.4973	-65.7	-77.355	-131.613	2.22354	0.0	199.506	-2.95754E-3
271	Line 25221	4152	9.665	84.4973	-65.7	-77.355	-131.613	2.22354	0.0	199.506	-2.95754E-3
272	Line 25221	4120	8.9	90.0	-65.7	-109.6	3.55874	-34.1009	0.0	88.3012	-30.636E-6
273	Line 25221	4157	9.665	90.0	-65.7	-109.6	3.55874	-34.1009	0.0	88.3012	-30.636E-6
