	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
1	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
208	Line 25212	4014	8.9	128.78	-65.7	-123.252	139.092	436.722	0.0	43.5475	-0.216629E-3
209	Line 25212	4041	9.665	128.78	-65.7	-123.252	139.092	436.722	0.0	43.5475	-0.216629E-3
210	Line 25212	3986	8.9	134.329	-65.7	-181.684	153.943	509.408	0.0	54.8525	1.18239E-3
211	Line 25212	3941	8.9	139.878	-65.7	-85.6438	117.809	257.467	0.0	-7.01349	64.978E-6
212	Line 25212	4008	9.665	134.329	-65.7	-181.684	153.943	509.408	0.0	54.8525	1.18239E-3
213	Line 25212	3973	9.665	139.878	-65.7	-85.6438	117.809	257.467	0.0	-7.01349	64.978E-6
214	Line 25213	3941	8.9	139.878	-65.7	-85.6438	117.809	257.467	0.0	-7.01349	64.978E-6
215	Line 25213	3926	8.9	142.018	-65.7	-134.934	207.537	324.955	0.0	24.1473	1.05877E-3
216	Line 25213	3973	9.665	139.878	-65.7	-85.6438	117.809	257.467	0.0	-7.01349	64.978E-6
217	Line 25213	3952	9.665	142.018	-65.7	-134.934	207.537	324.955	0.0	24.1473	1.05877E-3
218	Line 25214	2942	8.9	-78.9947	-65.7	-22.9678	-22.9537	258.985	0.0	63.365	0.422305E-3
219	Line 25214	2958	8.9	-73.4357	-65.7	2.18619	-80.042	584.872	0.0	73.6905	3.04041E-3
220	Line 25214	2912	9.665	-78.9947	-65.7	-22.9678	-22.9537	258.985	0.0	63.365	0.422305E-3
221	Line 25214	2923	9.665	-73.4357	-65.7	2.18619	-80.042	584.872	0.0	73.6905	3.04041E-3
222	Line 25214	2975	8.9	-67.877	-65.7	-30.0929	-97.7058	586.318	0.0	144.477	2.77407E-3
223	Line 25214	2930	9.665	-67.877	-65.7	-30.0929	-97.7058	586.318	0.0	144.477	2.77407E-3
224	Line 25214	2993	8.9	-62.318	-65.7	-27.182	-53.5657	313.447	0.0	79.9578	52.8109E-6
225	Line 25214	2953	9.665	-62.318	-65.7	-27.182	-53.5657	313.447	0.0	79.9578	52.8109E-6
226	Line 25215	2932	8.9	-90.0	-65.7	-87.8421	-4.61657	249.747	0.0	55.6064	8.41037E-6
227	Line 25215	2892	9.665	-90.0	-65.7	-87.8421	-4.61657	249.747	0.0	55.6064	8.41037E-6
228	Line 25215	2936	8.9	-84.4973	-65.7	-136.978	-25.5591	484.991	0.0	131.599	1.86096E-3
229	Line 25215	2903	9.665	-84.4973	-65.7	-136.978	-25.5591	484.991	0.0	131.599	1.86096E-3
230	Line 25215	2942	8.9	-78.9947	-65.7	-22.9678	-22.9537	258.985	0.0	63.365	0.422305E-3
231	Line 25215	2912	9.665	-78.9947	-65.7	-22.9678	-22.9537	258.985	0.0	63.365	0.422305E-3
232	Line 25216	2992	8.9	-117.682	-65.7	-29.8648	55.2067	341.447	0.0	47.1051	-4.60277E-6
233	Line 25216	2972	8.9	-112.123	-65.7	-44.9823	85.4942	602.669	0.0	109.675	-3.29626E-3
234	Line 25216	2947	9.665	-117.682	-65.7	-29.8648	55.2067	341.447	0.0	47.1051	-4.60277E-6
235	Line 25216	2957	8.9	-106.564	-65.7	-6.08754	57.1449	561.371	0.0	89.3815	-0.202002E-3
236	Line 25216	2926	9.665	-112.123	-65.7	-44.9823	85.4942	602.669	0.0	109.675	-3.29626E-3
237	Line 25216	2941	8.9	-101.005	-65.7	-29.628	19.7934	264.726	0.0	51.5917	-0.796036E-3
238	Line 25216	2920	9.665	-106.564	-65.7	-6.08754	57.1449	561.371	0.0	89.3815	-0.202002E-3
239	Line 25216	2910	9.665	-101.005	-65.7	-29.628	19.7934	264.726	0.0	51.5917	-0.796036E-3
240	Line 25217	2941	8.9	-101.005	-65.7	-29.628	19.7934	264.726	0.0	51.5917	-0.796036E-3
241	Line 25217	2910	9.665	-101.005	-65.7	-29.628	19.7934	264.726	0.0	51.5917	-0.796036E-3
242	Line 25217	2935	8.9	-95.5027	-65.7	-145.765	8.38327	499.011	0.0	116.264	-1.52519E-3
243	Line 25217	2898	9.665	-95.5027	-65.7	-145.765	8.38327	499.011	0.0	116.264	-1.52519E-3
244	Line 25217	2932	8.9	-90.0	-65.7	-87.8421	-4.61657	249.747	0.0	55.6064	8.41037E-6
245	Line 25217	2892	9.665	-90.0	-65.7	-87.8421	-4.61657	249.747	0.0	55.6064	8.41037E-6
246	Line 25218	4110	8.9	101.005	-65.7	-27.1173	103.477	50.0106	0.0	-26.0015	-0.171197E-3
247	Line 25218	4138	9.665	101.005	-65.7	-27.1173	103.477	50.0106	0.0	-26.0015	-0.171197E-3
248	Line 25218	4077	8.9	112.123	-65.7	93.6783	198.133	197.824	0.0	4.28411	6.69297E-3
249	Line 25218	4094	8.9	106.564	-65.7	58.0852	203.062	214.967	0.0	-111.443	7.50445E-3
250	Line 25218	4130	9.665	106.564	-65.7	58.0852	203.062	214.967	0.0	-111.443	7.50445E-3
251	Line 25218	4123	9.665	112.123	-65.7	93.6783	198.133	197.824	0.0	4.28411	6.69297E-3
252	Line 25218	4058	8.9	117.682	-65.7	18.642	72.6052	148.574	0.0	0.187989	-76.1962E-6
253	Line 25218	4100	9.665	117.682	-65.7	18.642	72.6052	148.574	0.0	0.187989	-76.1962E-6
254	Line 25219	4120	8.9	90.0	-65.7	-180.337	-10.1022	-0.194535	0.0	-73.3848	-23.0761E-6
255	Line 25219	4116	8.9	95.5027	-65.7	-250.271	115.756	12.7867	0.0	-80.3951	-18.4652E-6
256	Line 25219	4157	9.665	90.0	-65.7	-180.337	-10.1022	-0.194535	0.0	-73.3848	-23.0761E-6
257	Line 25219	4110	8.9	101.005	-65.7	-27.1173	103.477	50.0106	0.0	-26.0015	-0.171197E-3
258	Line 25219	4151	9.665	95.5027	-65.7	-250.271	115.756	12.7867	0.0	-80.3951	-18.4652E-6
259	Line 25219	4138	9.665	101.005	-65.7	-27.1173	103.477	50.0106	0.0	-26.0015	-0.171197E-3
260	Line 25220	4059	8.9	62.318	-65.7	16.6481	-108.34	168.801	0.0	3.80577	50.3946E-6
261	Line 25220	4104	9.665	62.318	-65.7	16.6481	-108.34	168.801	0.0	3.80577	50.3946E-6
262	Line 25220	4095	8.9	73.4357	-65.7	103.497	-241.642	180.519	0.0	-55.406	-4.0737E-3
263	Line 25220	4080	8.9	67.877	-65.7	80.0813	-245.13	216.327	0.0	26.8748	-7.87624E-3
264	Line 25220	4126	9.665	67.877	-65.7	80.0813	-245.13	216.327	0.0	26.8748	-7.87624E-3
265	Line 25220	4133	9.665	73.4357	-65.7	103.497	-241.642	180.519	0.0	-55.406	-4.0737E-3
266	Line 25220	4111	8.9	78.9947	-65.7	-12.6699	-120.43	80.2252	0.0	-60.5052	-1.87114E-3
267	Line 25220	4142	9.665	78.9947	-65.7	-12.6699	-120.43	80.2252	0.0	-60.5052	-1.87114E-3
268	Line 25221	4111	8.9	78.9947	-65.7	-12.6699	-120.43	80.2252	0.0	-60.5052	-1.87114E-3
269	Line 25221	4142	9.665	78.9947	-65.7	-12.6699	-120.43	80.2252	0.0	-60.5052	-1.87114E-3
270	Line 25221	4117	8.9	84.4973	-65.7	-223.536	-164.186	81.5563	0.0	-129.987	-0.121419E-3
271	Line 25221	4152	9.665	84.4973	-65.7	-223.536	-164.186	81.5563	0.0	-129.987	-0.121419E-3
272	Line 25221	4120	8.9	90.0	-65.7	-180.337	-10.1022	-0.194535	0.0	-73.3848	-23.0761E-6
273	Line 25221	4157	9.665	90.0	-65.7	-180.337	-10.1022	-0.194535	0.0	-73.3848	-23.0761E-6
