	Feature	Node	X	Y	Z	Nt[kN/m]	Nz[kN/m]	Ntz[kN/m]	Mt[kN.m/m]	Mz[kN.m/m]	Mtz[kN.m/m]	St[kN/m]	Sz[kN/m]
1	Feature	Node	X	Y	Z	Nt[kN/m]	Nz[kN/m]	Ntz[kN/m]	Mt[kN.m/m]	Mz[kN.m/m]	Mtz[kN.m/m]	St[kN/m]	Sz[kN/m]
4326	Surface 5157	25420	9.665	-37.9822	-10.3	-1.11092E3	-323.678	-11.9842	-26.0021	-65.1037	-0.135268	3.66695	21.9652
4327	Surface 5157	25762	9.665	-39.1315	-9.9	-1.05658E3	-308.514	9.58741	-22.2282	-49.2318	0.0900514	-3.53657	24.8435
4328	Surface 5157	25775	9.665	-37.9822	-9.9	-1.05659E3	-308.516	-9.3008	-22.1927	-49.2249	-0.107475	3.48783	24.8413
4329	Surface 5159	24585	9.665	-62.318	-13.4	-1.86661E3	-421.403	2.29412	-29.3787	-34.9124	0.019908	-1.12722	-43.0551
4330	Surface 5159	24590	9.665	-56.5214	-13.4	-1.86686E3	-421.378	-0.0769142	-29.3492	-34.9036	6.55814E-3	-0.521039	-43.0781
4331	Surface 5159	24596	9.665	-50.7248	-13.4	-1.86691E3	-421.393	-0.0830095	-29.2896	-34.8913	0.0192974	0.0709228	-43.0757
4332	Surface 5159	24602	9.665	-44.9281	-13.4	-1.8673E3	-421.484	-0.120344	-29.2104	-34.8756	-0.0233517	-6.17597	-42.9167
4333	Surface 5159	24613	9.665	-39.1315	-13.4	-1.86874E3	-421.332	25.8819	-29.1691	-34.8413	0.296979	-6.34513	-43.4285
4334	Surface 5159	24926	9.665	-62.318	-12.3667	-1.54532E3	-388.147	1.97267	-32.0791	-68.2083	0.0155218	-0.931997	-22.1665
4335	Surface 5159	24930	9.665	-56.5214	-12.3667	-1.54546E3	-388.13	-0.0460701	-32.0536	-68.2035	4.20258E-3	-0.431442	-22.1846
4336	Surface 5159	24933	9.665	-50.7248	-12.3667	-1.54554E3	-388.147	-0.0458399	-32.0009	-68.1994	0.0148412	0.0541716	-22.1807
4337	Surface 5159	24938	9.665	-44.9282	-12.3667	-1.54584E3	-388.237	-0.0647826	-31.9325	-68.1941	-0.0222533	-5.09122	-22.0411
4338	Surface 5159	24944	9.665	-39.1315	-12.3667	-1.5465E3	-388.044	22.13	-31.9022	-68.1518	0.251165	-5.23832	-22.4811
4339	Surface 5159	25144	9.665	-62.318	-11.3333	-1.29249E3	-355.633	1.50206	-30.5532	-76.0209	7.67844E-3	-0.775209	7.01303
4340	Surface 5159	25149	9.665	-56.5214	-11.3333	-1.29256E3	-355.619	-7.27322E-3	-30.5296	-76.0176	-1.59297E-3	-0.357671	7.00152
4341	Surface 5159	25154	9.665	-50.7248	-11.3333	-1.29262E3	-355.638	4.90038E-3	-30.4824	-76.0168	5.63749E-3	0.0462188	7.00827
4342	Surface 5159	25158	9.665	-44.9282	-11.3333	-1.29289E3	-355.72	3.32926E-3	-30.4217	-76.0147	-0.024042	-4.23217	7.12131
4343	Surface 5159	25164	9.665	-39.1315	-11.3333	-1.29319E3	-355.523	16.7108	-30.3961	-75.9722	0.181026	-4.3615	6.78059
4344	Surface 5159	25378	9.665	-62.318	-10.3	-1.11028E3	-323.769	1.11531	-26.1871	-65.1582	1.08556E-3	-0.660339	22.1354
4345	Surface 5159	25388	9.665	-56.5214	-10.3	-1.11035E3	-323.756	0.0179241	-26.1638	-65.1546	-6.7872E-3	-0.302058	22.1285
4346	Surface 5159	25392	9.665	-50.7248	-10.3	-1.11039E3	-323.776	0.0376965	-26.12	-65.1527	-2.31408E-3	0.0445884	22.1362
4347	Surface 5159	25400	9.665	-44.9281	-10.3	-1.11062E3	-323.847	0.0443403	-26.0643	-65.1505	-0.0247868	-3.61646	22.2251
4348	Surface 5159	25409	9.665	-39.1315	-10.3	-1.1109E3	-323.674	12.2734	-26.0384	-65.1102	0.124097	-3.72673	21.9675
4349	Surface 5160	24613	9.665	-39.1315	-13.4	-1.86874E3	-421.332	25.8819	-29.1691	-34.8413	0.296979	-6.34513	-43.4285
4350	Surface 5160	24620	9.665	-37.9822	-13.4	-1.86878E3	-421.332	-25.6731	-29.1178	-34.8306	-0.262957	6.23068	-43.4312
4351	Surface 5160	24944	9.665	-39.1315	-12.3667	-1.5465E3	-388.044	22.13	-31.9022	-68.1518	0.251165	-5.23832	-22.4811
4352	Surface 5160	24948	9.665	-37.9822	-12.3667	-1.54656E3	-388.048	-21.8917	-31.8574	-68.1439	-0.226256	5.13342	-22.4837
4353	Surface 5160	25164	9.665	-39.1315	-11.3333	-1.29319E3	-355.523	16.7108	-30.3961	-75.9722	0.181026	-4.3615	6.78059
4354	Surface 5160	25168	9.665	-37.9822	-11.3333	-1.29323E3	-355.527	-16.4307	-30.3565	-75.9656	-0.175801	4.27637	6.77819
4355	Surface 5160	25409	9.665	-39.1315	-10.3	-1.1109E3	-323.674	12.2734	-26.0384	-65.1102	0.124097	-3.72673	21.9675
4356	Surface 5160	25420	9.665	-37.9822	-10.3	-1.11092E3	-323.678	-11.9842	-26.0021	-65.1037	-0.135268	3.66695	21.9652
4357	Surface 5162	23128	9.665	-62.318	-19.4	-3.68824E3	-630.802	1.99046	-44.2667	2.00459	-6.75001E-3	-2.27064	-14.9681
4358	Surface 5162	23134	9.665	-56.5214	-19.4	-3.68882E3	-630.747	-0.0645946	-44.2311	2.01121	-0.0253614	-1.07632	-14.9768
4359	Surface 5162	23141	9.665	-50.7248	-19.4	-3.68886E3	-630.733	-0.038262	-44.1469	2.02538	-0.01771	0.100146	-14.9571
4360	Surface 5162	23146	9.665	-44.9281	-19.4	-3.68956E3	-630.873	-0.0387601	-44.0278	2.04255	-0.0603076	-12.3908	-14.784
4361	Surface 5162	23155	9.665	-39.1315	-19.4	-3.69328E3	-630.732	22.7225	-43.9664	2.06491	0.21917	-12.7077	-15.262
4362	Surface 5162	23470	9.665	-62.318	-18.4	-3.39771E3	-591.78	1.98998	-42.599	-7.33539	-5.7456E-3	-2.08415	-3.2401
4363	Surface 5162	23474	9.665	-56.5214	-18.4	-3.39826E3	-591.738	-0.0810835	-42.5627	-7.32346	-0.0244961	-0.981037	-3.24991
4364	Surface 5162	23478	9.665	-50.7248	-18.4	-3.39832E3	-591.728	-0.0597577	-42.4797	-7.30403	-0.0180842	0.103669	-3.23162
4365	Surface 5162	23481	9.665	-44.9282	-18.4	-3.39898E3	-591.855	-0.0611092	-42.3642	-7.28027	-0.0597567	-11.3982	-3.06472
4366	Surface 5162	23488	9.665	-39.1315	-18.4	-3.4023E3	-591.702	22.862	-42.3046	-7.25141	0.222415	-11.6929	-3.53267
4367	Surface 5162	23689	9.665	-62.318	-17.4	-3.11299E3	-556.877	1.97932	-38.364	-3.49327	-1.92048E-3	-1.90255	10.7951
4368	Surface 5162	23694	9.665	-56.5214	-17.4	-3.11351E3	-556.84	-0.0777405	-38.3271	-3.47819	-0.0198241	-0.889991	10.7827
4369	Surface 5162	23697	9.665	-50.7248	-17.4	-3.11357E3	-556.833	-0.0570051	-38.2463	-3.45466	-0.0132919	0.10496	10.7977
4370	Surface 5162	23702	9.665	-44.9282	-17.4	-3.1142E3	-556.95	-0.0553957	-38.1347	-3.42442	-0.0553997	-10.4225	10.9597
4371	Surface 5162	23707	9.665	-39.1315	-17.4	-3.11729E3	-556.808	22.721	-38.0751	-3.39826	0.224156	-10.693	10.4935
4372	Surface 5162	23909	9.665	-62.318	-16.4	-2.82695E3	-521.93	2.04451	-32.5761	8.04604	4.15256E-3	-1.72115	12.1561
4373	Surface 5162	23914	9.665	-56.5214	-16.4	-2.82744E3	-521.894	-0.0724509	-32.5391	8.06225	-0.0126361	-0.800638	12.1412
4374	Surface 5162	23918	9.665	-50.7248	-16.4	-2.82749E3	-521.892	-0.0545373	-32.4615	8.08825	-4.98047E-3	0.103796	12.154
4375	Surface 5162	23921	9.665	-44.9282	-16.4	-2.82806E3	-521.998	-0.0570743	-32.3551	8.12116	-0.0479966	-9.44396	12.3177
4376	Surface 5162	23926	9.665	-39.1315	-16.4	-2.83104E3	-521.883	23.3514	-32.2952	8.14421	0.239021	-9.68673	11.837
4377	Surface 5162	24130	9.665	-62.318	-15.4	-2.52694E3	-487.323	2.18396	-27.6846	14.1978	0.0113488	-1.53243	0.0334285
4378	Surface 5162	24133	9.665	-56.5214	-15.4	-2.52738E3	-487.287	-0.0740312	-27.6484	14.2135	-4.21544E-3	-0.709472	0.0154598
4379	Surface 5162	24137	9.665	-50.7248	-15.4	-2.52742E3	-487.293	-0.0644775	-27.5755	14.2393	5.58899E-3	0.0992611	0.0248983
4380	Surface 5162	24142	9.665	-44.9282	-15.4	-2.52794E3	-487.39	-0.0702526	-27.476	14.272	-0.0387885	-8.41892	0.192958
4381	Surface 5162	24146	9.665	-39.1315	-15.4	-2.53071E3	-487.294	24.8282	-27.4175	14.293	0.267193	-8.63395	-0.313473
4382	Surface 5162	24350	9.665	-62.318	-14.4	-2.20449E3	-453.929	2.32646	-26.4462	0.593762	0.0178197	-1.33258	-27.3192
4383	Surface 5162	24353	9.665	-56.5214	-14.4	-2.20485E3	-453.897	-0.0815361	-26.4126	0.606932	3.24309E-3	-0.615311	-27.3411
4384	Surface 5162	24357	9.665	-50.7248	-14.4	-2.20487E3	-453.908	-0.0826662	-26.3458	0.628037	0.015316	0.088671	-27.3362
4385	Surface 5162	24361	9.665	-44.9282	-14.4	-2.20535E3	-454.001	-0.106222	-26.2556	0.655117	-0.0294824	-7.318	-27.1679
4386	Surface 5162	24367	9.665	-39.1315	-14.4	-2.2076E3	-453.89	26.3528	-26.2028	0.679737	0.296395	-7.51109	-27.6956
4387	Surface 5162	24585	9.665	-62.318	-13.4	-1.86661E3	-421.403	2.29412	-29.3787	-34.9124	0.019908	-1.12722	-43.0551
4388	Surface 5162	24590	9.665	-56.5214	-13.4	-1.86686E3	-421.378	-0.0769142	-29.3492	-34.9036	6.55814E-3	-0.521039	-43.0781
4389	Surface 5162	24596	9.665	-50.7248	-13.4	-1.86691E3	-421.393	-0.0830095	-29.2896	-34.8913	0.0192974	0.0709228	-43.0757
4390	Surface 5162	24602	9.665	-44.9281	-13.4	-1.8673E3	-421.484	-0.120344	-29.2104	-34.8756	-0.0233517	-6.17597	-42.9167
4391	Surface 5162	24613	9.665	-39.1315	-13.4	-1.86874E3	-421.332	25.8819	-29.1691	-34.8413	0.296979	-6.34513	-43.4285
4392	Surface 5163	23155	9.665	-39.1315	-19.4	-3.69328E3	-630.732	22.7225	-43.9664	2.06491	0.21917	-12.7077	-15.262
4393	Surface 5163	23167	9.665	-37.9822	-19.4	-3.69333E3	-630.724	-22.3769	-43.8847	2.08094	-0.260848	12.3986	-15.2634
4394	Surface 5163	23488	9.665	-39.1315	-18.4	-3.4023E3	-591.702	22.862	-42.3046	-7.25141	0.222415	-11.6929	-3.53267
4395	Surface 5163	23493	9.665	-37.9822	-18.4	-3.40238E3	-591.695	-22.5805	-42.2272	-7.23533	-0.265721	11.4262	-3.53263
4396	Surface 5163	23707	9.665	-39.1315	-17.4	-3.11729E3	-556.808	22.721	-38.0751	-3.39826	0.224156	-10.693	10.4935
4397	Surface 5163	23712	9.665	-37.9822	-17.4	-3.11737E3	-556.802	-22.4381	-38.0019	-3.38209	-0.259843	10.4687	10.4931
4398	Surface 5163	23926	9.665	-39.1315	-16.4	-2.83104E3	-521.883	23.3514	-32.2952	8.14421	0.239021	-9.68673	11.837
4399	Surface 5163	23932	9.665	-37.9822	-16.4	-2.8311E3	-521.877	-23.0607	-32.2261	8.1604	-0.258514	9.50261	11.8359
4400	Surface 5163	24146	9.665	-39.1315	-15.4	-2.53071E3	-487.294	24.8282	-27.4175	14.293	0.267193	-8.63395	-0.313473
4401	Surface 5163	24154	9.665	-37.9822	-15.4	-2.53076E3	-487.288	-24.5532	-27.3535	14.3085	-0.264207	8.48556	-0.315203
4402	Surface 5163	24367	9.665	-39.1315	-14.4	-2.2076E3	-453.89	26.3528	-26.2028	0.679737	0.296395	-7.51109	-27.6956
4403	Surface 5163	24374	9.665	-37.9822	-14.4	-2.20762E3	-453.885	-26.1201	-26.145	0.693489	-0.271647	7.38657	-27.698
4404	Surface 5163	24613	9.665	-39.1315	-13.4	-1.86874E3	-421.332	25.8819	-29.1691	-34.8413	0.296979	-6.34513	-43.4285
4405	Surface 5163	24620	9.665	-37.9822	-13.4	-1.86878E3	-421.332	-25.6731	-29.1178	-34.8306	-0.262957	6.23068	-43.4312
4406	Surface 5165	21674	9.665	-62.318	-25.9	-5.17069E3	-960.122	1.31109	-64.2447	-9.38583	0.0153942	-3.17937	3.70296
4407	Surface 5165	21679	9.665	-56.5214	-25.9	-5.17146E3	-960.061	-0.343545	-64.2015	-9.37963	5.49744E-3	-1.51384	3.67674
4408	Surface 5165	21685	9.665	-50.7248	-25.9	-5.17149E3	-960.08	0.482651	-64.0958	-9.36418	0.0212148	0.124705	3.64429
4409	Surface 5165	21691	9.665	-44.9281	-25.9	-5.17244E3	-960.218	1.29435	-63.9455	-9.34026	-3.59234E-3	-17.3389	3.80498
4410	Surface 5165	21702	9.665	-39.1315	-25.9	-5.17749E3	-959.937	15.6409	-63.8777	-9.3189	0.173056	-17.7847	3.45307
4411	Surface 5165	22014	9.665	-62.318	-24.8167	-4.96424E3	-903.633	1.3408	-60.7608	-4.17338	0.0142454	-3.05727	5.47371
4412	Surface 5165	22018	9.665	-56.5214	-24.8167	-4.96517E3	-903.082	-0.115128	-60.7267	-4.17076	6.37979E-3	-1.45784	5.44757
4413	Surface 5165	22022	9.665	-50.7248	-24.8167	-4.96522E3	-902.053	0.398731	-60.6314	-4.16335	0.0161181	0.117372	5.45047
4414	Surface 5165	22025	9.665	-44.9282	-24.8167	-4.96612E3	-903.23	0.898534	-60.4821	-4.13755	-0.0148589	-16.6619	5.57899
4415	Surface 5165	22031	9.665	-39.1315	-24.8167	-4.97085E3	-903.469	15.8781	-60.4101	-4.12165	0.169775	-17.0878	5.22011
4416	Surface 5165	22234	9.665	-62.318	-23.7333	-4.75064E3	-847.159	1.44317	-56.8	2.99256	0.0111376	-2.93551	7.20419
4417	Surface 5165	22238	9.665	-56.5214	-23.7333	-4.7515E3	-846.666	0.0261598	-56.7698	2.989	1.30952E-3	-1.40673	7.18913
4418	Surface 5165	22242	9.665	-50.7248	-23.7333	-4.75155E3	-846.179	0.312128	-56.6791	2.9925	9.40582E-3	0.110865	7.20684
4419	Surface 5165	22245	9.665	-44.9282	-23.7333	-4.7524E3	-846.808	0.586543	-56.5357	3.0173	-0.0241763	-15.9505	7.32801
4420	Surface 5165	22250	9.665	-39.1315	-23.7333	-4.75707E3	-847.032	16.4684	-56.4637	3.03059	0.169603	-16.3561	6.94423
4421	Surface 5165	22452	9.665	-62.318	-22.65	-4.52307E3	-791.168	1.58285	-52.4835	11.073	5.38976E-3	-2.79841	7.1691
4422	Surface 5165	22457	9.665	-56.5214	-22.65	-4.52383E3	-790.901	0.0626592	-52.4532	11.0686	-6.89053E-3	-1.34009	7.1601
4423	Surface 5165	22462	9.665	-50.7248	-22.65	-4.52386E3	-790.765	0.220214	-52.3648	11.0749	1.8015E-3	0.105578	7.17431
4424	Surface 5165	22465	9.665	-44.9282	-22.65	-4.52466E3	-791.042	0.366225	-52.2284	11.0939	-0.0332857	-15.1977	7.31087
4425	Surface 5165	22472	9.665	-39.1315	-22.65	-4.52928E3	-791.082	17.6149	-52.1587	11.1009	0.176774	-15.5797	6.89521
4426	Surface 5165	22674	9.665	-62.318	-21.5667	-4.27337E3	-735.882	1.74017	-48.3446	16.8794	-0.346488E-3	-2.64226	3.01931
4427	Surface 5165	22678	9.665	-56.5214	-21.5667	-4.27407E3	-735.744	0.0375385	-48.3121	16.8774	-0.0148141	-1.26272	3.00954
4428	Surface 5165	22682	9.665	-50.7248	-21.5667	-4.27408E3	-735.692	0.122082	-48.2255	16.8853	-5.93135E-3	0.101588	3.02313
4429	Surface 5165	22686	9.665	-44.9282	-21.5667	-4.27484E3	-735.883	0.194492	-48.0956	16.9017	-0.0439387	-14.3676	3.17641
4430	Surface 5165	22691	9.665	-39.1315	-21.5667	-4.27932E3	-735.826	19.3519	-48.0287	16.9027	0.190263	-14.7274	2.72744
4431	Surface 5165	22894	9.665	-62.318	-20.4833	-3.99483E3	-681.664	1.89574	-45.5377	14.1911	-4.7201E-3	-2.46635	-8.48994
4432	Surface 5165	22897	9.665	-56.5214	-20.4833	-3.99547E3	-681.582	-0.0180534	-45.5033	14.1924	-0.0215603	-1.17542	-8.49975
4433	Surface 5165	22902	9.665	-50.7248	-20.4833	-3.99547E3	-681.558	0.0277142	-45.4181	14.2022	-0.0128576	0.0991354	-8.48316
4434	Surface 5165	22905	9.665	-44.9282	-20.4833	-3.99621E3	-681.717	0.0544431	-45.294	14.218	-0.0544608	-13.4306	-8.31498
4435	Surface 5165	22910	9.665	-39.1315	-20.4833	-4.00039E3	-681.609	21.3689	-45.2296	14.2247	0.206604	-13.77	-8.78952
4436	Surface 5165	23128	9.665	-62.318	-19.4	-3.68824E3	-630.802	1.99046	-44.2667	2.00459	-6.75001E-3	-2.27064	-14.9681
4437	Surface 5165	23134	9.665	-56.5214	-19.4	-3.68882E3	-630.747	-0.0645946	-44.2311	2.01121	-0.0253614	-1.07632	-14.9768
4438	Surface 5165	23141	9.665	-50.7248	-19.4	-3.68886E3	-630.733	-0.038262	-44.1469	2.02538	-0.01771	0.100146	-14.9571
4439	Surface 5165	23146	9.665	-44.9281	-19.4	-3.68956E3	-630.873	-0.0387601	-44.0278	2.04255	-0.0603076	-12.3908	-14.784
4440	Surface 5165	23155	9.665	-39.1315	-19.4	-3.69328E3	-630.732	22.7225	-43.9664	2.06491	0.21917	-12.7077	-15.262
4441	Surface 5166	21702	9.665	-39.1315	-25.9	-5.17749E3	-959.937	15.6409	-63.8777	-9.3189	0.173056	-17.7847	3.45307
4442	Surface 5166	21710	9.665	-37.9822	-25.9	-5.17755E3	-959.915	-13.5526	-63.7744	-9.2993	-0.128772	17.3188	3.42543
4443	Surface 5166	22031	9.665	-39.1315	-24.8167	-4.97085E3	-903.469	15.8781	-60.4101	-4.12165	0.169775	-17.0878	5.22011
4444	Surface 5166	22036	9.665	-37.9822	-24.8167	-4.97087E3	-903.472	-14.0105	-60.3082	-4.10189	-0.138583	16.6366	5.19707
4445	Surface 5166	22250	9.665	-39.1315	-23.7333	-4.75707E3	-847.032	16.4684	-56.4637	3.03059	0.169603	-16.3561	6.94423
4446	Surface 5166	22258	9.665	-37.9822	-23.7333	-4.75704E3	-847.05	-14.9292	-56.3636	3.05045	-0.155262	15.9364	6.92485
4447	Surface 5166	22472	9.665	-39.1315	-22.65	-4.52928E3	-791.082	17.6149	-52.1587	11.1009	0.176774	-15.5797	6.89521
4448	Surface 5166	22477	9.665	-37.9822	-22.65	-4.52926E3	-791.093	-16.461	-52.0621	11.1198	-0.177891	15.1859	6.87991
4449	Surface 5166	22691	9.665	-39.1315	-21.5667	-4.27932E3	-735.826	19.3519	-48.0287	16.9027	0.190263	-14.7274	2.72744
4450	Surface 5166	22697	9.665	-37.9822	-21.5667	-4.27932E3	-735.823	-18.546	-47.937	16.9199	-0.206387	14.3549	2.71737
4451	Surface 5166	22910	9.665	-39.1315	-20.4833	-4.00039E3	-681.609	21.3689	-45.2296	14.2247	0.206604	-13.77	-8.78952
4452	Surface 5166	22917	9.665	-37.9822	-20.4833	-4.00041E3	-681.6	-20.843	-45.143	14.241	-0.237523	13.424	-8.79461
4453	Surface 5166	23155	9.665	-39.1315	-19.4	-3.69328E3	-630.732	22.7225	-43.9664	2.06491	0.21917	-12.7077	-15.262
4454	Surface 5166	23167	9.665	-37.9822	-19.4	-3.69333E3	-630.724	-22.3769	-43.8847	2.08094	-0.260848	12.3986	-15.2634
4455	Surface 5168	19115	9.665	-62.318	-36.9	-7.25923E3	-1.55358E3	2.40842	-89.6954	-13.4852	0.052029	-4.43007	0.131264
4456	Surface 5168	19124	9.665	-56.5214	-36.9	-7.26037E3	-1.55353E3	0.593288	-89.6321	-13.4719	0.0357148	-2.11044	0.117195
4457	Surface 5168	19128	9.665	-50.7248	-36.9	-7.26047E3	-1.55353E3	1.24646	-89.487	-13.4458	0.0458028	0.172397	0.0888764
4458	Surface 5168	19136	9.665	-44.9281	-36.9	-7.2619E3	-1.55382E3	2.01938	-89.2838	-13.4087	0.0187985	-24.2048	0.253908
4459	Surface 5168	19142	9.665	-39.1315	-36.9	-7.26904E3	-1.55345E3	15.8694	-89.196	-13.3753	0.190661	-24.8318	-0.0855035
4460	Surface 5168	19456	9.665	-62.318	-35.9	-7.0732E3	-1.49714E3	2.18208	-87.5544	-13.6824	0.0468592	-4.32071	-1.21351
4461	Surface 5168	19461	9.665	-56.5214	-35.9	-7.07431E3	-1.49708E3	0.796158	-87.4925	-13.6702	0.0366324	-2.05769	-1.22729
4462	Surface 5168	19465	9.665	-50.7248	-35.9	-7.07442E3	-1.49614E3	1.22249	-87.3535	-13.6501	0.0430149	0.168042	-1.21843
4463	Surface 5168	19470	9.665	-44.9282	-35.9	-7.07582E3	-1.4975E3	1.703	-87.1493	-13.609	0.0104191	-23.5956	-1.08517
4464	Surface 5168	19474	9.665	-39.1315	-35.9	-7.08261E3	-1.49763E3	16.117	-87.0573	-13.5763	0.189271	-24.206	-1.42707
4465	Surface 5168	19678	9.665	-62.318	-34.9	-6.88407E3	-1.44185E3	2.04837	-85.5107	-14.5752	0.0440854	-4.20585	-1.2158
4466	Surface 5168	19682	9.665	-56.5213	-34.9	-6.88513E3	-1.44179E3	0.884573	-85.4505	-14.5641	0.0338326	-2.00605	-1.22941
4467	Surface 5168	19685	9.665	-50.7248	-34.9	-6.88519E3	-1.44147E3	1.19249	-85.3114	-14.5448	0.0398576	0.167388	-1.20571
4468	Surface 5168	19690	9.665	-44.9282	-34.9	-6.88651E3	-1.44229E3	1.48223	-85.1098	-14.5015	5.96019E-3	-22.9641	-1.08393
4469	Surface 5168	19695	9.665	-39.1315	-34.9	-6.89316E3	-1.44241E3	16.2145	-85.0177	-14.4643	0.186912	-23.5603	-1.43641
4470	Surface 5168	19898	9.665	-62.318	-33.9	-6.6928E3	-1.38724E3	1.98685	-83.4165	-15.3607	0.0407772	-4.0944	-0.980845
4471	Surface 5168	19901	9.665	-56.5213	-33.9	-6.69384E3	-1.38719E3	0.879883	-83.358	-15.3505	0.030657	-1.9487	-0.994653
4472	Surface 5168	19906	9.665	-50.7248	-33.9	-6.69389E3	-1.38721E3	1.1312	-83.2192	-15.3265	0.0377703	0.167107	-0.980167
4473	Surface 5168	19909	9.665	-44.9283	-33.9	-6.69515E3	-1.38768E3	1.33074	-83.0218	-15.2866	4.62566E-3	-22.3325	-0.853739
4474	Surface 5168	19914	9.665	-39.1315	-33.9	-6.70163E3	-1.3876E3	16.2172	-82.9315	-15.248	0.186426	-22.912	-1.21424
4475	Surface 5168	20117	9.665	-62.318	-32.9	-6.50048E3	-1.33304E3	1.95389	-81.2572	-15.9004	0.0364309	-3.98043	-0.711359
4476	Surface 5168	20121	9.665	-56.5213	-32.9	-6.50148E3	-1.33298E3	0.834298	-81.2003	-15.891	0.0278646	-1.89232	-0.724808
4477	Surface 5168	20125	9.665	-50.7248	-32.9	-6.50154E3	-1.33304E3	1.05188	-81.0636	-15.8662	0.03638	0.163961	-0.716355
4478	Surface 5168	20130	9.665	-44.9283	-32.9	-6.50276E3	-1.33339E3	1.21374	-80.8713	-15.8289	4.03554E-3	-21.7006	-0.589061
4479	Surface 5168	20135	9.665	-39.1315	-32.9	-6.50906E3	-1.33319E3	16.1624	-80.7841	-15.7917	0.186438	-22.2642	-0.951558
4480	Surface 5168	20338	9.665	-62.318	-31.9	-6.30797E3	-1.27912E3	1.9218	-79.0445	-16.1984	0.0319984	-3.8641	-0.486401
4481	Surface 5168	20342	9.665	-56.5213	-31.9	-6.30893E3	-1.27907E3	0.774222	-78.9887	-16.1893	0.0248666	-1.83663	-0.498689
4482	Surface 5168	20346	9.665	-50.7248	-31.9	-6.30898E3	-1.27911E3	0.970943	-78.8553	-16.166	0.0347498	0.159056	-0.491229
4483	Surface 5168	20349	9.665	-44.9283	-31.9	-6.31017E3	-1.2794E3	1.12077	-78.6689	-16.1309	3.37965E-3	-21.069	-0.365103
4484	Surface 5168	20355	9.665	-39.1315	-31.9	-6.31629E3	-1.27912E3	16.0673	-78.5854	-16.0956	0.185891	-21.6168	-0.728091
4485	Surface 5168	20557	9.665	-62.318	-30.9	-6.11589E3	-1.22549E3	1.87482	-76.7945	-16.292	0.0280642	-3.74658	-0.293148
4486	Surface 5168	20562	9.665	-56.5213	-30.9	-6.11681E3	-1.22545E3	0.704818	-76.739	-16.2825	0.0217408	-1.78021	-0.303636
4487	Surface 5168	20565	9.665	-50.7248	-30.9	-6.11686E3	-1.22549E3	0.89281	-76.609	-16.2603	0.0326825	0.153873	-0.295464
4488	Surface 5168	20569	9.665	-44.9283	-30.9	-6.11802E3	-1.22572E3	1.04462	-76.4293	-16.2275	2.35106E-3	-20.4398	-0.170514
4489	Surface 5168	20576	9.665	-39.1315	-30.9	-6.12395E3	-1.22538E3	15.945	-76.35	-16.1944	0.18446	-20.972	-0.533461
4490	Surface 5168	20777	9.665	-62.318	-29.9	-5.92474E3	-1.17211E3	1.80244	-74.5122	-16.173	0.0250545	-3.62832	-0.0532248
4491	Surface 5168	20781	9.665	-56.5213	-29.9	-5.9256E3	-1.17213E3	0.616167	-74.4562	-16.1618	0.0190249	-1.72275	-0.0614234
4492	Surface 5168	20785	9.665	-50.7248	-29.9	-5.92563E3	-1.17218E3	0.815205	-74.3294	-16.1398	0.0304774	0.14887	-0.0519105
4493	Surface 5168	20789	9.665	-44.9283	-29.9	-5.92676E3	-1.17236E3	0.987688	-74.1567	-16.1092	0.83605E-3	-19.8144	0.0713196
4494	Surface 5168	20794	9.665	-39.1315	-29.9	-5.93251E3	-1.17193E3	15.8115	-74.0823	-16.0791	0.181946	-20.331	-0.291121
4495	Surface 5168	20996	9.665	-62.318	-28.9	-5.73483E3	-1.11895E3	1.69388	-72.1801	-15.7316	0.0233194	-3.51069	0.358982
4496	Surface 5168	21001	9.665	-56.5213	-28.9	-5.73562E3	-1.11911E3	0.487562	-72.1232	-15.7175	0.0173467	-1.66477	0.351467
4497	Surface 5168	21005	9.665	-50.7248	-28.9	-5.73563E3	-1.11925E3	0.735155	-71.9992	-15.6938	0.0284393	0.143822	0.364023
4498	Surface 5168	21009	9.665	-44.9283	-28.9	-5.73673E3	-1.11931E3	0.963555	-71.8342	-15.6668	-1.31501E-3	-19.1938	0.483031
4499	Surface 5168	21015	9.665	-39.1315	-28.9	-5.74232E3	-1.11875E3	15.6897	-71.7649	-15.6404	0.178383	-19.694	0.122492
4500	Surface 5168	21218	9.665	-62.318	-27.9	-5.54627E3	-1.06596E3	1.555	-69.7493	-14.7194	0.0221635	-3.39802	1.0946
4501	Surface 5168	21221	9.665	-56.5213	-27.9	-5.54696E3	-1.06634E3	0.299062	-69.6933	-14.7051	0.0165073	-1.61036	1.08007
4502	Surface 5168	21226	9.665	-50.7248	-27.9	-5.54696E3	-1.06684E3	0.651977	-69.5725	-14.6782	0.0265548	0.138265	1.09698
4503	Surface 5168	21230	9.665	-44.9282	-27.9	-5.54802E3	-1.06653E3	0.988911	-69.4152	-14.6567	-3.98303E-3	-18.5756	1.20977
4504	Surface 5168	21235	9.665	-39.1315	-27.9	-5.55349E3	-1.06576E3	15.605	-69.3497	-14.6321	0.174981	-19.0569	0.856372
4505	Surface 5168	21438	9.665	-62.318	-26.9	-5.35867E3	-1.0131E3	1.41413	-67.1379	-12.7469	0.0193504	-3.29132	2.28489
