	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
1	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
212	Line 25212	4008	9.665	134.329	-65.7	-143.945	146.215	486.046	0.0	135.459	0.957445E-3
213	Line 25212	3973	9.665	139.878	-65.7	-71.8065	115.607	257.28	0.0	9.51294	-0.149264E-3
214	Line 25213	3941	8.9	139.878	-65.7	-71.8065	115.607	257.28	0.0	9.51294	-0.149264E-3
215	Line 25213	3926	8.9	142.018	-65.7	-124.479	204.57	338.406	0.0	46.6193	1.14238E-3
216	Line 25213	3973	9.665	139.878	-65.7	-71.8065	115.607	257.28	0.0	9.51294	-0.149264E-3
217	Line 25213	3952	9.665	142.018	-65.7	-124.479	204.57	338.406	0.0	46.6193	1.14238E-3
218	Line 25214	2942	8.9	-78.9947	-65.7	-22.0882	-24.5888	231.451	0.0	95.1601	0.644059E-3
219	Line 25214	2958	8.9	-73.4357	-65.7	3.65826	-80.3161	532.425	0.0	134.006	3.23247E-3
220	Line 25214	2912	9.665	-78.9947	-65.7	-22.0882	-24.5888	231.451	0.0	95.1601	0.644059E-3
221	Line 25214	2923	9.665	-73.4357	-65.7	3.65826	-80.3161	532.425	0.0	134.006	3.23247E-3
222	Line 25214	2975	8.9	-67.877	-65.7	-30.2238	-94.5411	534.241	0.0	205.679	2.85641E-3
223	Line 25214	2930	9.665	-67.877	-65.7	-30.2238	-94.5411	534.241	0.0	205.679	2.85641E-3
224	Line 25214	2993	8.9	-62.318	-65.7	-28.1949	-50.1319	288.678	0.0	109.696	74.165E-6
225	Line 25214	2953	9.665	-62.318	-65.7	-28.1949	-50.1319	288.678	0.0	109.696	74.165E-6
226	Line 25215	2932	8.9	-90.0	-65.7	-88.2144	-9.14409	223.629	0.0	86.479	15.017E-6
227	Line 25215	2892	9.665	-90.0	-65.7	-88.2144	-9.14409	223.629	0.0	86.479	15.017E-6
228	Line 25215	2936	8.9	-84.4973	-65.7	-136.889	-31.8224	430.506	0.0	194.76	2.46887E-3
229	Line 25215	2903	9.665	-84.4973	-65.7	-136.889	-31.8224	430.506	0.0	194.76	2.46887E-3
230	Line 25215	2942	8.9	-78.9947	-65.7	-22.0882	-24.5888	231.451	0.0	95.1601	0.644059E-3
231	Line 25215	2912	9.665	-78.9947	-65.7	-22.0882	-24.5888	231.451	0.0	95.1601	0.644059E-3
232	Line 25216	2992	8.9	-117.682	-65.7	-30.5802	43.6811	323.651	0.0	74.0528	-25.1677E-6
233	Line 25216	2972	8.9	-112.123	-65.7	-44.6185	65.2355	561.218	0.0	166.41	-3.36037E-3
234	Line 25216	2947	9.665	-117.682	-65.7	-30.5802	43.6811	323.651	0.0	74.0528	-25.1677E-6
235	Line 25216	2957	8.9	-106.564	-65.7	-4.21477	39.7657	515.705	0.0	148.52	-0.24618E-3
236	Line 25216	2926	9.665	-112.123	-65.7	-44.6185	65.2355	561.218	0.0	166.41	-3.36037E-3
237	Line 25216	2941	8.9	-101.005	-65.7	-28.867	12.7926	240.374	0.0	82.0166	-0.990241E-3
238	Line 25216	2920	9.665	-106.564	-65.7	-4.21477	39.7657	515.705	0.0	148.52	-0.24618E-3
239	Line 25216	2910	9.665	-101.005	-65.7	-28.867	12.7926	240.374	0.0	82.0166	-0.990241E-3
240	Line 25217	2941	8.9	-101.005	-65.7	-28.867	12.7926	240.374	0.0	82.0166	-0.990241E-3
241	Line 25217	2910	9.665	-101.005	-65.7	-28.867	12.7926	240.374	0.0	82.0166	-0.990241E-3
242	Line 25217	2935	8.9	-95.5027	-65.7	-145.787	-3.20584	448.18	0.0	177.407	-2.05259E-3
243	Line 25217	2898	9.665	-95.5027	-65.7	-145.787	-3.20584	448.18	0.0	177.407	-2.05259E-3
244	Line 25217	2932	8.9	-90.0	-65.7	-88.2144	-9.14409	223.629	0.0	86.479	15.017E-6
245	Line 25217	2892	9.665	-90.0	-65.7	-88.2144	-9.14409	223.629	0.0	86.479	15.017E-6
246	Line 25218	4110	8.9	101.005	-65.7	-24.1319	113.759	25.7444	0.0	11.8424	61.9771E-6
247	Line 25218	4138	9.665	101.005	-65.7	-24.1319	113.759	25.7444	0.0	11.8424	61.9771E-6
248	Line 25218	4077	8.9	112.123	-65.7	107.17	210.603	145.832	0.0	81.827	6.61751E-3
249	Line 25218	4094	8.9	106.564	-65.7	68.6939	220.122	164.097	0.0	-35.1471	7.5261E-3
250	Line 25218	4130	9.665	106.564	-65.7	68.6939	220.122	164.097	0.0	-35.1471	7.5261E-3
251	Line 25218	4123	9.665	112.123	-65.7	107.17	210.603	145.832	0.0	81.827	6.61751E-3
252	Line 25218	4058	8.9	117.682	-65.7	26.7963	76.0197	123.794	0.0	39.2109	-0.12256E-3
253	Line 25218	4100	9.665	117.682	-65.7	26.7963	76.0197	123.794	0.0	39.2109	-0.12256E-3
254	Line 25219	4120	8.9	90.0	-65.7	-181.415	2.94887	-24.3903	0.0	-37.1828	-27.166E-6
255	Line 25219	4116	8.9	95.5027	-65.7	-250.798	138.993	-32.4896	0.0	-7.39773	0.590454E-3
256	Line 25219	4157	9.665	90.0	-65.7	-181.415	2.94887	-24.3903	0.0	-37.1828	-27.166E-6
257	Line 25219	4110	8.9	101.005	-65.7	-24.1319	113.759	25.7444	0.0	11.8424	61.9771E-6
258	Line 25219	4151	9.665	95.5027	-65.7	-250.798	138.993	-32.4896	0.0	-7.39773	0.590454E-3
259	Line 25219	4138	9.665	101.005	-65.7	-24.1319	113.759	25.7444	0.0	11.8424	61.9771E-6
260	Line 25220	4059	8.9	62.318	-65.7	24.6298	-80.8891	136.33	0.0	45.6064	88.9517E-6
261	Line 25220	4104	9.665	62.318	-65.7	24.6298	-80.8891	136.33	0.0	45.6064	88.9517E-6
262	Line 25220	4095	8.9	73.4357	-65.7	121.915	-197.658	108.507	0.0	28.5423	-4.1916E-3
263	Line 25220	4080	8.9	67.877	-65.7	98.0192	-195.775	144.504	0.0	112.238	-7.93909E-3
264	Line 25220	4126	9.665	67.877	-65.7	98.0192	-195.775	144.504	0.0	112.238	-7.93909E-3
265	Line 25220	4133	9.665	73.4357	-65.7	121.915	-197.658	108.507	0.0	28.5423	-4.1916E-3
266	Line 25220	4111	8.9	78.9947	-65.7	-5.95471	-101.546	46.716	0.0	-20.408	-2.16336E-3
267	Line 25220	4142	9.665	78.9947	-65.7	-5.95471	-101.546	46.716	0.0	-20.408	-2.16336E-3
268	Line 25221	4111	8.9	78.9947	-65.7	-5.95471	-101.546	46.716	0.0	-20.408	-2.16336E-3
269	Line 25221	4142	9.665	78.9947	-65.7	-5.95471	-101.546	46.716	0.0	-20.408	-2.16336E-3
270	Line 25221	4117	8.9	84.4973	-65.7	-218.951	-133.318	24.984	0.0	-54.248	-0.812877E-3
271	Line 25221	4152	9.665	84.4973	-65.7	-218.951	-133.318	24.984	0.0	-54.248	-0.812877E-3
272	Line 25221	4120	8.9	90.0	-65.7	-181.415	2.94887	-24.3903	0.0	-37.1828	-27.166E-6
273	Line 25221	4157	9.665	90.0	-65.7	-181.415	2.94887	-24.3903	0.0	-37.1828	-27.166E-6
