Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	04/11/19
8	Time	11:47
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Local
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
7:Tunnel Opening T1 P2 - 7:Increment 7
 
	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
23	Line 25110	3502	8.9	-172.251	-65.7	203.314	-86.5556	-188.64	0.0	-429.91	4.75713E-3
24	Line 25110	3547	9.665	-180.0	-65.7	243.669	-63.234	-235.854	0.0	-475.33	3.0045E-3
25	Line 25110	3494	9.665	-172.251	-65.7	203.314	-86.5556	-188.64	0.0	-429.91	4.75713E-3
26	Line 25114	3131	8.9	-37.9822	-65.7	243.023	193.212	55.5502	0.0	-19.4008	1.91093E-3
27	Line 25114	3102	9.665	-37.9822	-65.7	243.023	193.212	55.5502	0.0	-19.4008	1.91093E-3
28	Line 25114	3178	8.9	-33.0518	-65.7	771.923	749.178	140.83	0.0	-168.306	0.640506E-3
29	Line 25114	3233	8.9	-28.1214	-65.7	274.608	335.285	25.5466	0.0	-59.3515	0.10693E-3
30	Line 25114	3144	9.665	-33.0518	-65.7	771.923	749.178	140.83	0.0	-168.306	0.640506E-3
31	Line 25114	3201	9.665	-28.1214	-65.7	274.608	335.285	25.5466	0.0	-59.3515	0.10693E-3
32	Line 25115	3233	8.9	-28.1214	-65.7	274.608	335.285	25.5466	0.0	-59.3515	0.10693E-3
33	Line 25115	3201	9.665	-28.1214	-65.7	274.608	335.285	25.5466	0.0	-59.3515	0.10693E-3
34	Line 25115	3295	8.9	-24.9197	-65.7	136.559	182.47	16.6211	0.0	-60.3256	-0.274428E-3
35	Line 25115	3260	8.9	-26.5207	-65.7	268.187	339.655	22.4088	0.0	-80.0908	-0.594838E-3
36	Line 25115	3220	9.665	-26.5207	-65.7	268.187	339.655	22.4088	0.0	-80.0908	-0.594838E-3
37	Line 25115	3255	9.665	-24.9197	-65.7	136.559	182.47	16.6211	0.0	-60.3256	-0.274428E-3
38	Line 25118	3295	8.9	-24.9197	-65.7	136.559	182.47	16.6211	0.0	-60.3256	-0.274428E-3
39	Line 25118	3255	9.665	-24.9197	-65.7	136.559	182.47	16.6211	0.0	-60.3256	-0.274428E-3
40	Line 25118	3309	8.9	-23.1855	-65.7	173.875	222.275	18.5148	0.0	-84.1543	-0.913128E-3
41	Line 25118	3284	9.665	-23.1855	-65.7	173.875	222.275	18.5148	0.0	-84.1543	-0.913128E-3
42	Line 25119	3309	8.9	-23.1855	-65.7	173.875	222.275	18.5148	0.0	-84.1543	-0.913128E-3
43	Line 25119	3284	9.665	-23.1855	-65.7	173.875	222.275	18.5148	0.0	-84.1543	-0.913128E-3
44	Line 25119	3348	8.9	-20.819	-65.7	184.113	214.041	26.7781	0.0	-132.927	-0.267265E-3
45	Line 25119	3329	9.665	-20.819	-65.7	184.113	214.041	26.7781	0.0	-132.927	-0.267265E-3
46	Line 25120	3348	8.9	-20.819	-65.7	184.113	214.041	26.7781	0.0	-132.927	-0.267265E-3
47	Line 25120	3329	9.665	-20.819	-65.7	184.113	214.041	26.7781	0.0	-132.927	-0.267265E-3
48	Line 25120	3395	8.9	-19.0166	-65.7	118.25	114.746	22.416	0.0	-23.2253	-88.6894E-6
49	Line 25120	3355	9.665	-19.0166	-65.7	118.25	114.746	22.416	0.0	-23.2253	-88.6894E-6
50	Line 25123	3869	8.9	32.5601	-65.7	75.681	-240.478	41.9005	0.0	-223.434	-0.94256E-3
51	Line 25123	3843	8.9	30.3724	-65.7	7.72806	-187.292	26.111	0.0	-207.131	1.6461E-3
52	Line 25123	3882	9.665	30.3724	-65.7	7.72806	-187.292	26.111	0.0	-207.131	1.6461E-3
53	Line 25123	3911	9.665	32.5601	-65.7	75.681	-240.478	41.9005	0.0	-223.434	-0.94256E-3
54	Line 25124	3927	8.9	37.9822	-65.7	168.81	-119.885	21.6697	0.0	-76.1173	-4.71035E-3
55	Line 25124	3869	8.9	32.5601	-65.7	75.681	-240.478	41.9005	0.0	-223.434	-0.94256E-3
56	Line 25124	3911	9.665	32.5601	-65.7	75.681	-240.478	41.9005	0.0	-223.434	-0.94256E-3
57	Line 25124	3960	9.665	37.9822	-65.7	168.81	-119.885	21.6697	0.0	-76.1173	-4.71035E-3
58	Line 25127	3395	8.9	-19.0166	-65.7	118.25	114.746	22.416	0.0	-23.2253	-88.6894E-6
59	Line 25127	3355	9.665	-19.0166	-65.7	118.25	114.746	22.416	0.0	-23.2253	-88.6894E-6
60	Line 25127	3400	8.9	-18.3371	-65.7	280.727	246.577	54.4234	0.0	-43.017	-0.535766E-3
61	Line 25127	3377	9.665	-18.3371	-65.7	280.727	246.577	54.4234	0.0	-43.017	-0.535766E-3
62	Line 25128	3400	8.9	-18.3371	-65.7	280.727	246.577	54.4234	0.0	-43.017	-0.535766E-3
63	Line 25128	3377	9.665	-18.3371	-65.7	280.727	246.577	54.4234	0.0	-43.017	-0.535766E-3
64	Line 25128	3459	8.9	-13.3169	-65.7	519.633	205.56	132.028	0.0	-405.036	2.33706E-3
65	Line 25128	3443	9.665	-13.3169	-65.7	519.633	205.56	132.028	0.0	-405.036	2.33706E-3
66	Line 25131	3459	8.9	-13.3169	-65.7	519.633	205.56	132.028	0.0	-405.036	2.33706E-3
67	Line 25131	3443	9.665	-13.3169	-65.7	519.633	205.56	132.028	0.0	-405.036	2.33706E-3
68	Line 25131	3511	8.9	-7.74887	-65.7	596.373	-1.07727E3	-784.281	0.0	-719.22	0.894333E-3
69	Line 25131	3499	9.665	-7.74887	-65.7	596.373	-1.07727E3	-784.281	0.0	-719.22	0.894333E-3
70	Line 25134	3784	8.9	26.534	-65.7	-27.3938	-247.56	31.9174	0.0	-250.916	2.44492E-3
71	Line 25134	3741	8.9	24.2119	-65.7	-32.2087	-250.87	29.6627	0.0	-157.445	0.37318E-3
72	Line 25134	3778	9.665	24.2119	-65.7	-32.2087	-250.87	29.6627	0.0	-157.445	0.37318E-3
73	Line 25134	3821	9.665	26.534	-65.7	-27.3938	-247.56	31.9174	0.0	-250.916	2.44492E-3
74	Line 25135	3801	8.9	28.1214	-65.7	-14.3444	-207.634	29.6424	0.0	-176.381	1.74029E-3
75	Line 25135	3784	8.9	26.534	-65.7	-27.3938	-247.56	31.9174	0.0	-250.916	2.44492E-3
76	Line 25135	3821	9.665	26.534	-65.7	-27.3938	-247.56	31.9174	0.0	-250.916	2.44492E-3
77	Line 25135	3850	9.665	28.1214	-65.7	-14.3444	-207.634	29.6424	0.0	-176.381	1.74029E-3
78	Line 25136	3843	8.9	30.3724	-65.7	7.72806	-187.292	26.111	0.0	-207.131	1.6461E-3
79	Line 25136	3801	8.9	28.1214	-65.7	-14.3444	-207.634	29.6424	0.0	-176.381	1.74029E-3
80	Line 25136	3850	9.665	28.1214	-65.7	-14.3444	-207.634	29.6424	0.0	-176.381	1.74029E-3
81	Line 25136	3882	9.665	30.3724	-65.7	7.72806	-187.292	26.111	0.0	-207.131	1.6461E-3
82	Line 25139	3741	8.9	24.2119	-65.7	-32.2087	-250.87	29.6627	0.0	-157.445	0.37318E-3
83	Line 25139	3721	8.9	23.1855	-65.7	-39.3538	-274.731	26.6745	0.0	-139.285	0.732288E-3
84	Line 25139	3760	9.665	23.1855	-65.7	-39.3538	-274.731	26.6745	0.0	-139.285	0.732288E-3
85	Line 25139	3778	9.665	24.2119	-65.7	-32.2087	-250.87	29.6627	0.0	-157.445	0.37318E-3
86	Line 25142	3686	8.9	20.819	-65.7	-58.0507	-457.932	17.9248	0.0	-412.013	-3.85901E-3
87	Line 25142	3655	8.9	18.3371	-65.7	-108.81	-931.434	2.03679	0.0	-499.55	6.99734E-3
88	Line 25142	3676	9.665	18.3371	-65.7	-108.81	-931.434	2.03679	0.0	-499.55	6.99734E-3
89	Line 25142	3713	9.665	20.819	-65.7	-58.0507	-457.932	17.9248	0.0	-412.013	-3.85901E-3
90	Line 25143	3721	8.9	23.1855	-65.7	-39.3538	-274.731	26.6745	0.0	-139.285	0.732288E-3
91	Line 25143	3686	8.9	20.819	-65.7	-58.0507	-457.932	17.9248	0.0	-412.013	-3.85901E-3
92	Line 25143	3713	9.665	20.819	-65.7	-58.0507	-457.932	17.9248	0.0	-412.013	-3.85901E-3
93	Line 25143	3760	9.665	23.1855	-65.7	-39.3538	-274.731	26.6745	0.0	-139.285	0.732288E-3
94	Line 25144	3288	8.9	-155.08	-65.7	44.7694	-31.9651	-34.396	0.0	-99.2253	0.834251E-3
95	Line 25144	3247	9.665	-155.08	-65.7	44.7694	-31.9651	-34.396	0.0	-99.2253	0.834251E-3
96	Line 25144	3259	8.9	-153.479	-65.7	84.2678	-63.8472	-64.6209	0.0	-151.804	1.22319E-3
97	Line 25144	3218	9.665	-153.479	-65.7	84.2678	-63.8472	-64.6209	0.0	-151.804	1.22319E-3
98	Line 25144	3232	8.9	-151.879	-65.7	84.1066	-66.119	-64.9271	0.0	-111.274	-0.3455E-3
99	Line 25144	3196	9.665	-151.879	-65.7	84.1066	-66.119	-64.9271	0.0	-111.274	-0.3455E-3
100	Line 25145	3232	8.9	-151.879	-65.7	84.1066	-66.119	-64.9271	0.0	-111.274	-0.3455E-3
101	Line 25145	3177	8.9	-146.948	-65.7	312.578	-229.09	-150.155	0.0	-505.019	0.575068E-3
102	Line 25145	3196	9.665	-151.879	-65.7	84.1066	-66.119	-64.9271	0.0	-111.274	-0.3455E-3
103	Line 25145	3129	8.9	-142.018	-65.7	120.698	-96.7035	-46.8981	0.0	-100.53	-2.2512E-3
104	Line 25145	3142	9.665	-146.948	-65.7	312.578	-229.09	-150.155	0.0	-505.019	0.575068E-3
105	Line 25145	3097	9.665	-142.018	-65.7	120.698	-96.7035	-46.8981	0.0	-100.53	-2.2512E-3
106	Line 25148	3308	8.9	-156.815	-65.7	53.9939	-37.8106	-41.9508	0.0	-125.057	1.90451E-3
107	Line 25148	3288	8.9	-155.08	-65.7	44.7694	-31.9651	-34.396	0.0	-99.2253	0.834251E-3
108	Line 25148	3280	9.665	-156.815	-65.7	53.9939	-37.8106	-41.9508	0.0	-125.057	1.90451E-3
109	Line 25148	3247	9.665	-155.08	-65.7	44.7694	-31.9651	-34.396	0.0	-99.2253	0.834251E-3
110	Line 25151	3388	8.9	-160.983	-65.7	34.2462	-21.3727	-22.9814	0.0	-29.4389	0.828674E-3
111	Line 25151	3347	8.9	-159.181	-65.7	55.9963	-36.7232	-43.0715	0.0	-170.144	0.828438E-3
112	Line 25151	3353	9.665	-160.983	-65.7	34.2462	-21.3727	-22.9814	0.0	-29.4389	0.828674E-3
113	Line 25151	3321	9.665	-159.181	-65.7	55.9963	-36.7232	-43.0715	0.0	-170.144	0.828438E-3
114	Line 25152	3347	8.9	-159.181	-65.7	55.9963	-36.7232	-43.0715	0.0	-170.144	0.828438E-3
115	Line 25152	3308	8.9	-156.815	-65.7	53.9939	-37.8106	-41.9508	0.0	-125.057	1.90451E-3
116	Line 25152	3321	9.665	-159.181	-65.7	55.9963	-36.7232	-43.0715	0.0	-170.144	0.828438E-3
117	Line 25152	3280	9.665	-156.815	-65.7	53.9939	-37.8106	-41.9508	0.0	-125.057	1.90451E-3
118	Line 25153	3926	8.9	142.018	-65.7	164.827	101.637	-59.0992	0.0	-155.859	3.16854E-3
119	Line 25153	3868	8.9	147.44	-65.7	160.892	72.9598	-77.9865	0.0	-187.895	1.09569E-3
120	Line 25153	3952	9.665	142.018	-65.7	164.827	101.637	-59.0992	0.0	-155.859	3.16854E-3
121	Line 25153	3908	9.665	147.44	-65.7	160.892	72.9598	-77.9865	0.0	-187.895	1.09569E-3
122	Line 25154	3868	8.9	147.44	-65.7	160.892	72.9598	-77.9865	0.0	-187.895	1.09569E-3
123	Line 25154	3836	8.9	149.628	-65.7	87.1972	32.5562	-52.9385	0.0	-156.25	-1.05226E-3
124	Line 25154	3908	9.665	147.44	-65.7	160.892	72.9598	-77.9865	0.0	-187.895	1.09569E-3
125	Line 25154	3876	9.665	149.628	-65.7	87.1972	32.5562	-52.9385	0.0	-156.25	-1.05226E-3
126	Line 25157	3399	8.9	-161.663	-65.7	79.6456	-48.1217	-55.804	0.0	-47.1402	1.59191E-3
127	Line 25157	3388	8.9	-160.983	-65.7	34.2462	-21.3727	-22.9814	0.0	-29.4389	0.828674E-3
128	Line 25157	3370	9.665	-161.663	-65.7	79.6456	-48.1217	-55.804	0.0	-47.1402	1.59191E-3
129	Line 25157	3353	9.665	-160.983	-65.7	34.2462	-21.3727	-22.9814	0.0	-29.4389	0.828674E-3
130	Line 25160	3452	8.9	-166.683	-65.7	151.026	-80.4605	-133.368	0.0	-361.205	-2.45397E-3
131	Line 25160	3399	8.9	-161.663	-65.7	79.6456	-48.1217	-55.804	0.0	-47.1402	1.59191E-3
132	Line 25160	3438	9.665	-166.683	-65.7	151.026	-80.4605	-133.368	0.0	-361.205	-2.45397E-3
133	Line 25160	3370	9.665	-161.663	-65.7	79.6456	-48.1217	-55.804	0.0	-47.1402	1.59191E-3
134	Line 25161	3502	8.9	-172.251	-65.7	203.314	-86.5556	-188.64	0.0	-429.91	4.75713E-3
135	Line 25161	3452	8.9	-166.683	-65.7	151.026	-80.4605	-133.368	0.0	-361.205	-2.45397E-3
136	Line 25161	3494	9.665	-172.251	-65.7	203.314	-86.5556	-188.64	0.0	-429.91	4.75713E-3
137	Line 25161	3438	9.665	-166.683	-65.7	151.026	-80.4605	-133.368	0.0	-361.205	-2.45397E-3
138	Line 25164	3783	8.9	153.466	-65.7	71.659	20.5804	-44.5525	0.0	-146.596	-1.01684E-3
139	Line 25164	3734	8.9	155.788	-65.7	59.7848	14.3521	-33.7605	0.0	-84.4883	-0.124939E-3
140	Line 25164	3815	9.665	153.466	-65.7	71.659	20.5804	-44.5525	0.0	-146.596	-1.01684E-3
141	Line 25164	3773	9.665	155.788	-65.7	59.7848	14.3521	-33.7605	0.0	-84.4883	-0.124939E-3
142	Line 25167	3836	8.9	149.628	-65.7	87.1972	32.5562	-52.9385	0.0	-156.25	-1.05226E-3
143	Line 25167	3799	8.9	151.879	-65.7	72.0303	23.1387	-45.1993	0.0	-116.095	-0.960178E-3
144	Line 25167	3876	9.665	149.628	-65.7	87.1972	32.5562	-52.9385	0.0	-156.25	-1.05226E-3
145	Line 25167	3849	9.665	151.879	-65.7	72.0303	23.1387	-45.1993	0.0	-116.095	-0.960178E-3
146	Line 25168	3799	8.9	151.879	-65.7	72.0303	23.1387	-45.1993	0.0	-116.095	-0.960178E-3
147	Line 25168	3783	8.9	153.466	-65.7	71.659	20.5804	-44.5525	0.0	-146.596	-1.01684E-3
148	Line 25168	3849	9.665	151.879	-65.7	72.0303	23.1387	-45.1993	0.0	-116.095	-0.960178E-3
149	Line 25168	3815	9.665	153.466	-65.7	71.659	20.5804	-44.5525	0.0	-146.596	-1.01684E-3
150	Line 25169	3734	8.9	155.788	-65.7	59.7848	14.3521	-33.7605	0.0	-84.4883	-0.124939E-3
151	Line 25169	3720	8.9	156.815	-65.7	59.4375	13.0406	-32.739	0.0	-70.6669	-0.515775E-3
152	Line 25169	3773	9.665	155.788	-65.7	59.7848	14.3521	-33.7605	0.0	-84.4883	-0.124939E-3
153	Line 25169	3756	9.665	156.815	-65.7	59.4375	13.0406	-32.739	0.0	-70.6669	-0.515775E-3
154	Line 25170	3720	8.9	156.815	-65.7	59.4375	13.0406	-32.739	0.0	-70.6669	-0.515775E-3
155	Line 25170	3685	8.9	159.181	-65.7	83.8345	14.0577	-53.0528	0.0	-195.625	1.89546E-3
156	Line 25170	3756	9.665	156.815	-65.7	59.4375	13.0406	-32.739	0.0	-70.6669	-0.515775E-3
157	Line 25170	3707	9.665	159.181	-65.7	83.8345	14.0577	-53.0528	0.0	-195.625	1.89546E-3
158	Line 25171	3685	8.9	159.181	-65.7	83.8345	14.0577	-53.0528	0.0	-195.625	1.89546E-3
159	Line 25171	3646	8.9	161.663	-65.7	154.056	16.3041	-113.065	0.0	-225.85	-1.68712E-3
160	Line 25171	3707	9.665	159.181	-65.7	83.8345	14.0577	-53.0528	0.0	-195.625	1.89546E-3
161	Line 25171	3668	9.665	161.663	-65.7	154.056	16.3041	-113.065	0.0	-225.85	-1.68712E-3
162	Line 25206	2993	8.9	-62.318	-65.7	341.742	-75.9458	-283.443	0.0	-65.8478	-63.3655E-6
163	Line 25206	2953	9.665	-62.318	-65.7	341.742	-75.9458	-283.443	0.0	-65.8478	-63.3655E-6
164	Line 25206	3017	8.9	-56.769	-65.7	717.686	-135.486	-564.181	0.0	-127.991	-0.834071E-3
165	Line 25206	2984	9.665	-56.769	-65.7	717.686	-135.486	-564.181	0.0	-127.991	-0.834071E-3
166	Line 25206	3037	8.9	-51.2201	-65.7	763.357	-94.3964	-564.043	0.0	-151.551	0.578137E-3
167	Line 25206	3066	8.9	-45.6711	-65.7	808.175	25.6919	-450.314	0.0	-213.407	-1.08014E-3
168	Line 25206	3013	9.665	-51.2201	-65.7	763.357	-94.3964	-564.043	0.0	-151.551	0.578137E-3
169	Line 25206	3042	9.665	-45.6711	-65.7	808.175	25.6919	-450.314	0.0	-213.407	-1.08014E-3
170	Line 25206	3112	8.9	-40.1221	-65.7	289.07	114.866	-51.2089	0.0	-57.3144	0.435009E-3
171	Line 25206	3079	9.665	-40.1221	-65.7	289.07	114.866	-51.2089	0.0	-57.3144	0.435009E-3
172	Line 25207	3112	8.9	-40.1221	-65.7	289.07	114.866	-51.2089	0.0	-57.3144	0.435009E-3
173	Line 25207	3079	9.665	-40.1221	-65.7	289.07	114.866	-51.2089	0.0	-57.3144	0.435009E-3
174	Line 25207	3131	8.9	-37.9822	-65.7	243.023	193.212	55.5502	0.0	-19.4008	1.91093E-3
175	Line 25207	3102	9.665	-37.9822	-65.7	243.023	193.212	55.5502	0.0	-19.4008	1.91093E-3
176	Line 25208	3942	8.9	40.1221	-65.7	263.647	6.2651	-56.5659	0.0	-110.577	-1.5192E-3
177	Line 25208	3979	9.665	40.1221	-65.7	263.647	6.2651	-56.5659	0.0	-110.577	-1.5192E-3
178	Line 25208	3987	8.9	45.6711	-65.7	859.368	352.806	-445.109	0.0	-311.58	-1.9809E-3
179	Line 25208	4012	9.665	45.6711	-65.7	859.368	352.806	-445.109	0.0	-311.58	-1.9809E-3
180	Line 25208	4015	8.9	51.2201	-65.7	718.404	443.542	-478.997	0.0	-329.748	-1.01863E-3
181	Line 25208	4042	9.665	51.2201	-65.7	718.404	443.542	-478.997	0.0	-329.748	-1.01863E-3
182	Line 25208	4059	8.9	62.318	-65.7	270.234	230.104	-243.779	0.0	-190.971	-0.166571E-3
183	Line 25208	4038	8.9	56.769	-65.7	594.367	458.15	-485.276	0.0	-335.55	2.60851E-3
184	Line 25208	4071	9.665	56.769	-65.7	594.367	458.15	-485.276	0.0	-335.55	2.60851E-3
185	Line 25208	4104	9.665	62.318	-65.7	270.234	230.104	-243.779	0.0	-190.971	-0.166571E-3
186	Line 25209	3942	8.9	40.1221	-65.7	263.647	6.2651	-56.5659	0.0	-110.577	-1.5192E-3
187	Line 25209	3927	8.9	37.9822	-65.7	168.81	-119.885	21.6697	0.0	-76.1173	-4.71035E-3
188	Line 25209	3960	9.665	37.9822	-65.7	168.81	-119.885	21.6697	0.0	-76.1173	-4.71035E-3
189	Line 25209	3979	9.665	40.1221	-65.7	263.647	6.2651	-56.5659	0.0	-110.577	-1.5192E-3
190	Line 25210	3111	8.9	-139.878	-65.7	168.031	-97.7503	-55.4658	0.0	-103.468	-0.985069E-3
191	Line 25210	3075	9.665	-139.878	-65.7	168.031	-97.7503	-55.4658	0.0	-103.468	-0.985069E-3
192	Line 25210	3064	8.9	-134.329	-65.7	584.049	-229.599	-275.255	0.0	-412.814	-0.442024E-3
193	Line 25210	3040	9.665	-134.329	-65.7	584.049	-229.599	-275.255	0.0	-412.814	-0.442024E-3
194	Line 25210	3016	8.9	-123.231	-65.7	601.462	-198.037	-325.282	0.0	-349.311	2.44688E-3
195	Line 25210	3036	8.9	-128.78	-65.7	619.112	-205.055	-305.339	0.0	-397.891	0.218147E-3
196	Line 25210	3010	9.665	-128.78	-65.7	619.112	-205.055	-305.339	0.0	-397.891	0.218147E-3
197	Line 25210	2992	8.9	-117.682	-65.7	290.381	-98.0531	-174.635	0.0	-168.941	0.123848E-3
198	Line 25210	2981	9.665	-123.231	-65.7	601.462	-198.037	-325.282	0.0	-349.311	2.44688E-3
199	Line 25210	2947	9.665	-117.682	-65.7	290.381	-98.0531	-174.635	0.0	-168.941	0.123848E-3
200	Line 25211	3129	8.9	-142.018	-65.7	120.698	-96.7035	-46.8981	0.0	-100.53	-2.2512E-3
201	Line 25211	3111	8.9	-139.878	-65.7	168.031	-97.7503	-55.4658	0.0	-103.468	-0.985069E-3
202	Line 25211	3097	9.665	-142.018	-65.7	120.698	-96.7035	-46.8981	0.0	-100.53	-2.2512E-3
203	Line 25211	3075	9.665	-139.878	-65.7	168.031	-97.7503	-55.4658	0.0	-103.468	-0.985069E-3
